year	fips	prescription_rate_per_100
2006	29143	41.6
2006	29145	36.4
2006	29147	65.2
2006	29149	28.8
2006	29151	33.2
2006	29153	74.7
2006	29155	128.5
2006	29157	86.4
2006	29159	80.7
2006	29161	100.6
2006	29163	51.7
2006	29165	60
2006	29167	94.8
2006	29169	55.5
2006	29171	
2006	29173	
2006	29175	69
2006	29177	64.2
2006	29179	
2006	29181	162.6
2006	29183	80
2006	29185	
2006	29186	37.5
2006	29187	155.9
2006	29189	72.8
2006	29195	37.6
2006	29197	
2006	29199	67.1
2006	29201	131.5
2006	29203	
2006	29205	30.2
2006	29207	68.1
2006	29209	41.4
2006	29211	
2006	29213	139.9
2006	29215	43.4
2006	29217	39.5
2006	29219	40.3
2006	29221	84.7
2006	29223	23.2
2006	29225	47.1
2006	29227	
2006	29229	124.5
2006	29510	54.2
2006	28001	182.8
2006	28003	198.3
2006	28005	49.2
2006	28007	114.1
2006	28009	34.3
2006	28011	75
2006	28013	76.7
2006	28015	
2006	28017	84.2
2006	28019	9
2006	28021	62.8
2006	28023	56.3
2006	28025	105.3
2006	28027	73.6
2006	28029	82.3
2006	28031	72.5
2006	28033	106.7
2006	28035	220.4
2006	28037	86.6
2006	28039	167.1
2006	28041	
2006	28043	144.6
2006	28045	69.4
2006	28047	132.7
2006	28049	75.2
2006	28051	43.9
2006	28053	36.7
2006	28055	
2006	28057	133.4
2006	28059	151.7
2006	28061	
2006	28063	
2006	28065	108.7
2006	28067	149
2006	28069	20.9
2006	28071	94.2
2006	28073	33.7
2006	28075	156.3
2006	28077	88.1
2006	28079	78.5
2006	28081	141.4
2006	28083	95
2006	28085	126.9
2006	28087	119.7
2006	28089	76
2006	28091	182.3
2006	28093	28.8
2006	28095	57.7
2006	28097	92.5
2006	28099	142.9
2006	28101	59
2006	28103	66.4
2006	28105	63.4
2006	28107	113.5
2006	28109	145.5
2006	28111	73.2
2006	28113	148.1
2006	28115	80.3
2006	28117	99.4
2006	28119	
2006	28121	95.6
2006	28123	101.1
2006	28125	37.8
2006	28127	118.4
2006	28129	
2006	28131	162.8
2006	28133	41.3
2006	28135	15.8
2006	28137	87
2006	28139	111
2006	28141	140.5
2006	28143	
2006	28145	118
2006	28147	54.6
2006	28149	107.4
2006	28151	78.1
2006	28153	124.5
2006	28155	
2006	28157	27.1
2006	28159	106.8
2006	28161	36.5
2006	28163	62.5
2006	30001	81.6
2006	30003	41.4
2006	30005	27.8
2006	30007	45.6
2006	30009	
2006	30011	
2006	30013	90.5
2006	30015	60
2006	30017	98.1
2006	30019	
2006	30021	80.4
2006	30023	98.1
2006	30025	69.9
2006	30027	80.1
2006	30029	126.7
2006	30031	59.7
2006	30033	26.9
2006	30035	41.5
2006	30037	
2006	30039	
2006	30041	75.6
2006	30043	8.8
2006	30045	
2006	30047	50.7
2006	30049	78.6
2006	30051	37.1
2006	30053	107.4
2006	30055	
2006	30057	24.7
2006	30059	52.4
2006	30061	
2006	30063	103.1
2006	30065	56.2
2006	30067	84.3
2006	30069	
2006	30071	58.8
2006	30073	53.6
2006	30075	
2006	30077	62.1
2006	30079	
2006	30081	74.5
2006	30083	69.8
2006	30085	6.8
2006	30087	37.1
2006	30089	76.6
2006	30091	70.6
2006	30093	104
2006	30095	45.6
2006	30097	59.8
2006	30099	64.2
2006	30101	78.6
2006	30103	
2006	30105	93.3
2006	30107	
2006	30109	
2006	30111	85.5
2006	37001	87.3
2006	37003	19.1
2006	37005	81.8
2006	37007	64.6
2006	37009	89.1
2006	37011	118.1
2006	37013	109.2
2006	37015	50.5
2006	37017	104.9
2006	37019	116.7
2006	37021	109.3
2006	37023	123.6
2006	37025	104
2006	37027	118.1
2006	37029	
2006	37031	110.9
2006	37033	
2006	37035	124.9
2006	37037	37.8
2006	37039	124.9
2006	37041	80.3
2006	37043	78.1
2006	37045	130.8
2006	37047	166.9
2006	37049	118.6
2006	37051	73.3
2006	37053	23.9
2006	37055	120.9
2006	37057	84.5
2006	37059	95.6
2006	37061	62.2
2006	37063	70.2
2006	37065	50.3
2006	37067	80.4
2006	37069	46.9
2006	37071	132.2
2006	37073	
2006	37075	132.5
2006	37077	46.8
2006	37079	49.4
2006	37081	90.3
2006	37083	109.7
2006	37085	71.1
2006	37087	113.2
2006	37089	97.3
2006	37091	116.2
2006	37093	29
2006	37095	
2006	37097	125.2
2006	37099	55.8
2006	37101	73.2
2006	37103	22.6
2006	37105	126.5
2006	37107	69.8
2006	37109	97.6
2006	37111	82.2
2006	37113	115.9
2006	37115	68.6
2006	37117	67.7
2006	37119	64
2006	37121	136.7
2006	37123	84.8
2006	37125	88.8
2006	37127	94
2006	37129	106.9
2006	37131	5
2006	37133	62
2006	37135	45.6
2006	37137	58.6
2006	37139	94.9
2006	37141	45.9
2006	37143	47.3
2006	37145	90
2006	37147	78
2006	37149	67.5
2006	37151	67.7
2006	37153	152.4
2006	37155	107.1
2006	37157	143.9
2006	37159	84.6
2006	37161	90.7
2006	37163	84.1
2006	37165	103.5
2006	37167	107.3
2006	37169	76.5
2006	37171	151.1
2006	37173	67.4
2006	37175	103.3
2006	37177	89
2006	37179	66.5
2006	37181	132
2006	37183	61.2
2006	37185	40.1
2006	37187	61.7
2006	37189	80.1
2006	37191	67.3
2006	37193	119.6
2006	37195	87.8
2006	37197	72.5
2006	37199	110
2006	38001	125.4
2006	38003	76.7
2006	38005	5.2
2006	38007	
2006	38009	34.9
2006	38011	49.8
2006	38013	
2006	38015	74.3
2006	38017	51.1
2006	38019	
2006	38021	60.9
2006	38023	57.3
2006	38025	25
2006	38027	
2006	38029	43.1
2006	38031	
2006	38033	42
2006	38035	61.4
2006	38037	31.7
2006	38039	42
2006	38041	43.5
2006	38043	21.8
2006	38045	26.8
2006	38047	41.9
2006	38049	16.6
2006	38051	90.2
2006	38053	41.8
2006	38055	47.3
2006	38057	54.4
2006	38059	56
2006	38061	45.2
2006	38063	
2006	38065	
2006	38067	50
2006	38069	77.1
2006	38071	165.8
2006	38073	67
2006	38075	20.8
2006	38077	41.6
2006	38079	48
2006	38081	
2006	38083	
2006	38085	
2006	38087	
2006	38089	84.3
2006	38091	
2006	38093	75.6
2006	38095	32.6
2006	38097	28.2
2006	38099	71.5
2006	38101	48.7
2006	38103	52.6
2006	38105	67.4
2006	31001	75.9
2006	31003	41.2
2006	31005	
2006	31007	
2006	31009	
2006	31011	
2006	31013	39.3
2006	31015	
2006	31017	69.3
2006	31019	73.5
2006	31021	38.3
2006	31023	55.2
2006	31025	25
2006	31027	7.6
2006	31029	78
2006	31031	
2006	31033	57.1
2006	31035	
2006	31037	
2006	31039	31.9
2006	31041	100.8
2006	31043	61.5
2006	31045	53.6
2006	31047	45.5
2006	31049	46.7
2006	31051	6.7
2006	31053	90.5
2006	31055	71
2006	31057	75
2006	31059	
2006	31061	44.8
2006	31063	
2006	31065	
2006	31067	71.7
2006	31069	64.5
2006	31071	
2006	31073	
2006	31075	
2006	31077	
2006	31079	87.3
2006	31081	39.9
2006	31083	82
2006	31085	
2006	31087	
2006	31089	69.5
2006	31091	
2006	31093	69.7
2006	31095	53
2006	31097	21.9
2006	31099	54.3
2006	31101	96.2
2006	31103	
2006	31105	66.2
2006	31107	22.2
2006	31109	70.2
2006	31111	80.7
2006	31113	
2006	31115	
2006	31117	
2006	31119	95.6
2006	31121	60.2
2006	31123	50.7
2006	31125	
2006	31127	118.4
2006	31129	151.7
2006	31131	73.8
2006	31133	
2006	31135	
2006	31137	126.7
2006	31139	26.4
2006	31141	68.5
2006	31143	24.3
2006	31145	77
2006	31147	102
2006	31149	
2006	31151	49.8
2006	31153	57.5
2006	31155	26.8
2006	31157	100.2
2006	31159	58.5
2006	31161	46.3
2006	31163	
2006	31165	
2006	31167	
2006	31169	
2006	31171	
2006	31173	39.2
2006	31175	
2006	31177	37.6
2006	31179	45
2006	31181	
2006	31183	
2006	31185	92.8
2006	33001	72.4
2006	33003	64
2006	33005	71.6
2006	33007	75.9
2006	33009	80
2006	33011	71.7
2006	33013	89.2
2006	33015	67.6
2006	33017	94
2006	33019	66.6
2006	34001	84.8
2006	34003	46.3
2006	34005	59.3
2006	34007	85.3
2006	34009	93.1
2006	34011	85.2
2006	34013	42.5
2006	34015	83
2006	34017	36.8
2006	34019	35.6
2006	34021	54.3
2006	34023	45.7
2006	34025	59.9
2006	34027	47.2
2006	34029	74.1
2006	34031	43.6
2006	34033	74.6
2006	34035	37.3
2006	34037	51.8
2006	34039	43.2
2006	34041	60.7
2006	35001	68.1
2006	35003	
2006	35005	82.6
2006	35006	10.2
2006	35007	44.9
2006	35009	46.1
2006	35011	
2006	35013	51.4
2006	35015	67.6
2006	35017	66.1
2006	35019	36.9
2006	35021	
2006	35023	33.8
2006	35025	66.6
2006	35027	97.5
2006	35028	50.2
2006	35029	49
2006	35031	24.7
2006	35033	
2006	35035	62.2
2006	35037	70.3
2006	35039	95.2
2006	35041	66.9
2006	35043	51.2
2006	35045	57.3
2006	35047	69.7
2006	35049	79.5
2006	35051	
2006	35053	68.6
2006	35055	67.5
2006	35057	11.2
2006	35059	61.8
2006	35061	70.7
2006	32001	110.6
2006	32003	85.7
2006	32005	90.4
2006	32007	70.6
2006	32009	
2006	32011	
2006	32013	77.8
2006	32015	
2006	32017	86.8
2006	32019	69.1
2006	32021	89.7
2006	32023	107
2006	32027	
2006	32029	
2006	32031	91.2
2006	32033	130
2006	32510	153.7
2006	36001	57.8
2006	36003	62.5
2006	36005	27
2006	36007	77.4
2006	36009	74.9
2006	36011	32
2006	36013	79.9
2006	36015	80.5
2006	36017	64.8
2006	36019	35.6
2006	36021	58.3
2006	36023	33.9
2006	36025	60.1
2006	36027	52.7
2006	36029	81.3
2006	36031	34.8
2006	36033	21.7
2006	36035	77.6
2006	36037	56.5
2006	36039	71.7
2006	36041	
2006	36043	38.3
2006	36045	17
2006	36047	24.3
2006	36049	8.1
2006	36051	45.9
2006	36053	41.1
2006	36055	51.6
2006	36057	64.7
2006	36059	46
2006	36061	40.7
2006	36063	86.5
2006	36065	57.4
2006	36067	51.3
2006	36069	54.5
2006	36071	65.7
2006	36073	61.1
2006	36075	35.8
2006	36077	49.2
2006	36079	41
2006	36081	23.2
2006	36083	55.7
2006	36085	50.2
2006	36087	35.5
2006	36089	17.3
2006	36091	51.1
2006	36093	58
2006	36095	54.9
2006	36097	27.1
2006	36099	27.8
2006	36101	70
2006	36103	61
2006	36105	76.3
2006	36107	33.3
2006	36109	44.1
2006	36111	57.2
2006	36113	81.7
2006	36115	61.9
2006	36117	52
2006	36119	38.4
2006	36121	38.5
2006	36123	55.4
2006	39001	110.9
2006	39003	98.2
2006	39005	48.4
2006	39007	85.2
2006	39009	95.4
2006	39011	38.1
2006	39013	110.8
2006	39015	102.7
2006	39017	95.1
2006	39019	47.6
2006	39021	70.8
2006	39023	125.5
2006	39025	114.3
2006	39027	117.6
2006	39029	79.5
2006	39031	78.9
2006	39033	110
2006	39035	65.6
2006	39037	51.2
2006	39039	77.8
2006	39041	68.2
2006	39043	96.9
2006	39045	90.5
2006	39047	119.2
2006	39049	101.2
2006	39051	73.4
2006	39053	151.3
2006	39055	60.1
2006	39057	78.8
2006	39059	106.3
2006	39061	92.3
2006	39063	72.9
2006	39065	84.1
2006	39067	47.4
2006	39069	52.7
2006	39071	127.8
2006	39073	86.1
2006	39075	19.2
2006	39077	108.7
2006	39079	262.2
2006	39081	122.7
2006	39083	55
2006	39085	72.3
2006	39087	129.5
2006	39089	73.7
2006	39091	94.4
2006	39093	76
2006	39095	99.8
2006	39097	64.2
2006	39099	100.4
2006	39101	104.7
2006	39103	68.3
2006	39105	121.5
2006	39107	48.1
2006	39109	67.7
2006	39111	59.5
2006	39113	103.8
2006	39115	55.9
2006	39117	44
2006	39119	130.7
2006	39121	61.5
2006	39123	63.6
2006	39125	46
2006	39127	89.6
2006	39129	101.8
2006	39131	118.3
2006	39133	61.9
2006	39135	47.2
2006	39137	42.2
2006	39139	101.4
2006	39141	122
2006	39143	74
2006	39145	165.3
2006	39147	69
2006	39149	69.8
2006	39151	99.7
2006	39153	90.2
2006	39155	99.1
2006	39157	81.6
2006	39159	76.3
2006	39161	54.5
2006	39163	38.7
2006	39165	69.9
2006	39167	114.7
2006	39169	67.1
2006	39171	50.4
2006	39173	47.7
2006	39175	45.2
2006	40001	17.8
2006	40003	
2006	40005	23.1
2006	40007	
2006	40009	133.5
2006	40011	
2006	40013	124.2
2006	40015	76.4
2006	40017	100.9
2006	40019	177.7
2006	40021	83.4
2006	40023	58.5
2006	40025	78.3
2006	40027	119.9
2006	40029	110.9
2006	40031	99.3
2006	40033	
2006	40035	119.9
2006	40037	118.8
2006	40039	131.8
2006	40041	59.4
2006	40043	
2006	40045	
2006	40047	103.1
2006	40049	91.6
2006	40051	54.8
2006	40053	28.3
2006	40055	67.2
2006	40057	
2006	40059	
2006	40061	57.3
2006	40063	39.2
2006	40065	125.7
2006	40067	33.9
2006	40069	
2006	40071	106.6
2006	40073	67.4
2006	40075	57.2
2006	40077	
2006	40079	33.8
2006	40081	15.2
2006	40083	48.4
2006	40085	95.4
2006	40087	53.6
2006	40089	104.9
2006	40091	28.5
2006	40093	
2006	40095	32.4
2006	40097	78.9
2006	40099	23.9
2006	40101	138.5
2006	40103	21.1
2006	40105	20.2
2006	40107	
2006	40109	133.1
2006	40111	81.3
2006	40113	24.8
2006	40115	110.9
2006	40117	70.2
2006	40119	101.8
2006	40121	183
2006	40123	122.2
2006	40125	161
2006	40127	
2006	40129	
2006	40131	108.9
2006	40133	86
2006	40135	87.3
2006	40137	140.9
2006	40139	32.7
2006	40141	116.7
2006	40143	152.4
2006	40145	27.6
2006	40147	112.5
2006	40149	
2006	40151	39.7
2006	40153	130.2
2006	41001	119.7
2006	41003	48.6
2006	41005	82.1
2006	41007	170.4
2006	41009	69.5
2006	41011	144.2
2006	41013	59.1
2006	41015	142.6
2006	41017	101.6
2006	41019	121.6
2006	41021	
2006	41023	88.6
2006	41025	113.8
2006	41027	103.5
2006	41029	121.1
2006	41031	61.6
2006	41033	128.3
2006	41035	103
2006	41037	106.6
2006	41039	107.4
2006	41041	133.2
2006	41043	105
2006	41045	89.1
2006	41047	76.1
2006	41049	21.8
2006	41051	81.9
2006	41053	52.4
2006	41055	
2006	41057	107
2006	41059	86.8
2006	41061	89.1
2006	41063	76.2
2006	41065	161.4
2006	41067	70.6
2006	41069	
2006	41071	95.3
2006	42001	49.6
2006	42003	78.3
2006	42005	78.5
2006	42007	80.1
2006	42009	49.7
2006	42011	51.2
2006	42013	100.7
2006	42015	55.5
2006	42017	65.5
2006	42019	71.4
2006	42021	98.3
2006	42023	113.1
2006	42025	69.9
2006	42027	59.3
2006	42029	49.5
2006	42031	70.9
2006	42033	80.1
2006	42035	60.8
2006	42037	63
2006	42039	82.5
2006	42041	64.8
2006	42043	61.9
2006	42045	74.3
2006	42047	82.3
2006	42049	82.7
2006	42051	106.5
2006	42053	27.4
2006	42055	58.7
2006	42057	5.1
2006	42059	65.5
2006	42061	50.8
2006	42063	64.8
2006	42065	82.8
2006	42067	55.1
2006	42069	108.8
2006	42071	55.8
2006	42073	108.2
2006	42075	53.1
2006	42077	47
2006	42079	92.4
2006	42081	71.6
2006	42083	85.3
2006	42085	110.4
2006	42087	82
2006	42089	78.7
2006	42091	61.4
2006	42093	67.1
2006	42095	67.3
2006	42097	83.5
2006	42099	49.4
2006	42101	69.2
2006	42103	53.2
2006	42105	74.4
2006	42107	68.8
2006	42109	59.1
2006	42111	48.4
2006	42113	20.5
2006	42115	34.9
2006	42117	71.2
2006	42119	45.8
2006	42121	78.8
2006	42123	68.3
2006	42125	76.2
2006	42127	76.3
2006	42129	72.7
2006	42131	71.8
2006	42133	58.4
2006	44001	54.3
2006	44003	93.6
2006	44005	72.6
2006	44007	77.4
2006	44009	79.1
2006	45001	56.8
2006	45003	83.1
2006	45005	42.1
2006	45007	106.8
2006	45009	85.9
2006	45011	92.3
2006	45013	69.5
2006	45015	49.5
2006	45017	23.6
2006	45019	81
2006	45021	108.5
2006	45023	54.8
2006	45025	88.7
2006	45027	79.7
2006	45029	119.4
2006	45031	119.7
2006	45033	95.6
2006	45035	92.9
2006	45037	23
2006	45039	86.9
2006	45041	137.7
2006	45043	86.8
2006	45045	117.3
2006	45047	111
2006	45049	60.8
2006	45051	114.8
2006	45053	66.2
2006	45055	66.3
2006	45057	91
2006	45059	56.6
2006	45061	53.5
2006	45063	89.7
2006	45065	37.4
2006	45067	107.3
2006	45069	56.1
2006	45071	75.9
2006	45073	127
2006	45075	79.8
2006	45077	93.3
2006	45079	63.6
2006	45081	51.1
2006	45083	124.5
2006	45085	61.4
2006	45087	126.8
2006	45089	75.4
2006	45091	74.1
2006	46003	
2006	46005	69.1
2006	46007	
2006	46009	18.7
2006	46011	36.9
2006	46013	47.2
2006	46015	68.5
2006	46017	
2006	46019	20.8
2006	46021	
2006	46023	34.5
2006	46025	
2006	46027	31.6
2006	46029	71.8
2006	46031	
2006	46033	45.6
2006	46035	66.7
2006	46037	
2006	46039	
2006	46041	
2006	46043	28.7
2006	46045	52.2
2006	46047	52.8
2006	46049	66
2006	46051	57.7
2006	46053	40.8
2006	46055	34.5
2006	46057	
2006	46059	54.3
2006	46061	
2006	46063	
2006	46065	74.7
2006	46067	78.4
2006	46069	
2006	46071	
2006	46073	81.4
2006	46075	
2006	46077	50.6
2006	46079	46.6
2006	46081	72.7
2006	46083	24.1
2006	46085	
2006	46087	34.2
2006	46089	28.6
2006	46091	57.6
2006	46093	22.1
2006	46095	101.3
2006	46097	23.6
2006	46099	66.5
2006	46101	40.5
2006	46103	75.8
2006	46105	36.2
2006	46107	138.8
2006	46109	28.2
2006	46111	
2006	46113	
2006	46115	
2006	46117	
2006	46119	
2006	46121	
2006	46123	91.4
2006	46125	29.3
2006	46127	26.6
2006	46129	61.9
2006	46135	72.2
2006	46137	
2006	47001	203.1
2006	47003	97.8
2006	47005	17.6
2006	47007	103.6
2006	47009	118.9
2006	47011	136
2006	47013	193.6
2006	47015	127.9
2006	47017	209.2
2006	47019	126.8
2006	47021	80.4
2006	47023	92
2006	47025	190.7
2006	47027	123.1
2006	47029	153.9
2006	47031	219.1
2006	47033	78.1
2006	47035	168.9
2006	47037	109.1
2006	47039	164.8
2006	47041	185.4
2006	47043	155.2
2006	47045	181.3
2006	47047	51.1
2006	47049	41.3
2006	47051	112.6
2006	47053	134.3
2006	47055	67.7
2006	47057	79.3
2006	47059	161
2006	47061	153.4
2006	47063	281.3
2006	47065	139
2006	47067	134.4
2006	47069	74.7
2006	47071	164.7
2006	47073	69.3
2006	47075	113.7
2006	47077	132.2
2006	47079	223.9
2006	47081	26.4
2006	47083	59.1
2006	47085	95.7
2006	47087	64.4
2006	47089	141.5
2006	47091	98
2006	47093	174.8
2006	47095	
2006	47097	119.6
2006	47099	141.3
2006	47101	175.8
2006	47103	166.5
2006	47105	125.6
2006	47107	185.6
2006	47109	194.2
2006	47111	130.3
2006	47113	141
2006	47115	141.6
2006	47117	139.4
2006	47119	141.7
2006	47121	
2006	47123	102.4
2006	47125	88.2
2006	47127	29.2
2006	47129	172.2
2006	47131	113.8
2006	47133	107.3
2006	47135	29.3
2006	47137	155.6
2006	47139	28.9
2006	47141	135.9
2006	47143	141.7
2006	47145	166
2006	47147	130.6
2006	47149	97.5
2006	47151	123
2006	47153	177.7
2006	47155	148.7
2006	47157	81.3
2006	47159	165.3
2006	47161	16.7
2006	47163	250.4
2006	47165	98.7
2006	47167	76.7
2006	47169	107.2
2006	47171	194.2
2006	47173	124.2
2006	47175	
2006	47177	137.7
2006	47179	167.2
2006	47181	146.4
2006	47183	52.6
2006	47185	115.1
2006	47187	65.5
2006	47189	85.7
2006	48001	95.9
2006	48003	56.9
2006	48005	109.5
2006	48007	84.9
2006	48009	
2006	48011	6.5
2006	48013	67.3
2006	48015	37.2
2006	48017	52.1
2006	48019	30.5
2006	48021	61.8
2006	48023	91.5
2006	48025	56.4
2006	48027	41
2006	48029	57.1
2006	48031	
2006	48033	
2006	48035	61.1
2006	48037	171.9
2006	48039	67.9
2006	48041	58.2
2006	48043	84.4
2006	48045	
2006	48047	59.7
2006	48049	104.9
2006	48051	49.7
2006	48053	95.8
2006	48055	40.5
2006	48057	81.8
2006	48059	
2006	48061	34.4
2006	48063	92.7
2006	48065	
2006	48067	19.6
2006	48069	
2006	48071	10.5
2006	48073	66.8
2006	48075	161.1
2006	48077	
2006	48079	
2006	48081	
2006	48083	37.6
2006	48085	60.2
2006	48087	30.9
2006	48089	34.7
2006	48091	74.7
2006	48093	67.9
2006	48095	
2006	48097	98.8
2006	48099	40.5
2006	48101	
2006	48103	51.6
2006	48105	21.6
2006	48107	10.3
2006	48109	
2006	48111	76.5
2006	48113	60.3
2006	48115	51.7
2006	48117	39.5
2006	48119	
2006	48121	68.2
2006	48123	46.7
2006	48125	
2006	48127	75.9
2006	48129	79.9
2006	48131	13.9
2006	48133	118
2006	48135	80.2
2006	48137	
2006	48139	72.3
2006	48141	32.5
2006	48143	89
2006	48145	43.8
2006	48147	56.9
2006	48149	64.5
2006	48151	
2006	48153	18.6
2006	48155	51.4
2006	48157	42.7
2006	48159	56.7
2006	48161	51.8
2006	48163	47.2
2006	48165	48.5
2006	48167	94.1
2006	48169	
2006	48171	87.1
2006	48173	
2006	48175	40.9
2006	48177	51.7
2006	48179	86.6
2006	48181	118
2006	48183	163.2
2006	48185	28.7
2006	48187	47.5
2006	48189	48.7
2006	48191	
2006	48193	
2006	48195	
2006	48197	98.2
2006	48199	100.3
2006	48201	73.8
2006	48203	75.4
2006	48205	
2006	48207	
2006	48209	50
2006	48211	
2006	48213	91.9
2006	48215	31.2
2006	48217	94.2
2006	48219	67.5
2006	48221	115.7
2006	48223	96.3
2006	48225	53.7
2006	48227	76
2006	48229	
2006	48231	90.9
2006	48233	83.7
2006	48235	
2006	48237	
2006	48239	65
2006	48241	87.4
2006	48243	
2006	48245	111.5
2006	48247	
2006	48249	81.5
2006	48251	76.7
2006	48253	23
2006	48255	50.2
2006	48257	74.7
2006	48259	74
2006	48261	
2006	48263	
2006	48265	113
2006	48267	84.4
2006	48269	
2006	48271	
2006	48273	64.4
2006	48275	
2006	48277	144.6
2006	48279	54
2006	48281	8.3
2006	48283	
2006	48285	96.5
2006	48287	44.9
2006	48289	31.7
2006	48291	94
2006	48293	93.2
2006	48295	26.5
2006	48297	
2006	48299	90.6
2006	48301	
2006	48303	82
2006	48305	28
2006	48307	45.7
2006	48309	78.4
2006	48311	
2006	48313	94.4
2006	48315	
2006	48317	
2006	48319	
2006	48321	65.6
2006	48323	28
2006	48325	29.3
2006	48327	
2006	48329	68.5
2006	48331	58.9
2006	48333	61.7
2006	48335	
2006	48337	110.3
2006	48339	78.7
2006	48341	46.2
2006	48343	97
2006	48345	
2006	48347	95.2
2006	48349	74.2
2006	48351	60.8
2006	48353	74.7
2006	48355	76.8
2006	48357	55.4
2006	48359	
2006	48361	99.3
2006	48363	84.4
2006	48365	83.9
2006	48367	75.3
2006	48369	
2006	48371	63.5
2006	48373	84.1
2006	48375	80
2006	48377	
2006	48379	64.6
2006	48381	76.7
2006	48383	42.1
2006	48385	
2006	48387	31
2006	48389	65.8
2006	48391	
2006	48393	
2006	48395	49.3
2006	48397	62.2
2006	48399	56.4
2006	48401	54.8
2006	48403	59.7
2006	48405	82.1
2006	48407	11.9
2006	48409	58.3
2006	48411	
2006	48413	
2006	48415	81.5
2006	48417	
2006	48419	101.8
2006	48421	60.3
2006	48423	96.1
2006	48425	134.8
2006	48427	24.2
2006	48429	105
2006	48431	
2006	48433	
2006	48435	
2006	48437	
2006	48439	76
2006	48441	119
2006	48443	
2006	48445	44.9
2006	48447	
2006	48449	125.3
2006	48451	93.6
2006	48453	69.8
2006	48455	78.9
2006	48457	53.7
2006	48459	10.8
2006	48461	
2006	48463	69.4
2006	48465	34.4
2006	48467	78.6
2006	48469	96.1
2006	48471	60.9
2006	48473	27.1
2006	48475	67.1
2006	48477	62.5
2006	48479	28.7
2006	48481	60.7
2006	48483	152.5
2006	48485	110.5
2006	48487	189.1
2006	48489	7.3
2006	48491	70.7
2006	48493	41.4
2006	48495	86.8
2006	48497	20.9
2006	48499	106
2006	48501	74.1
2006	48503	49.2
2006	48505	13.8
2006	48507	26
2006	49001	94.7
2006	49003	77.4
2006	49005	65.5
2006	49007	184.7
2006	49009	
2006	49011	82.8
2006	49013	61.7
2006	49015	125.5
2006	49017	79
2006	49019	111.8
2006	49021	89.6
2006	49023	74.1
2006	49025	53.9
2006	49027	99.8
2006	49029	31.9
2006	49031	
2006	49033	
2006	49035	94.5
2006	49037	34.2
2006	49039	96.7
2006	49041	125
2006	49043	65.2
2006	49045	86.8
2006	49047	80.1
2006	49049	73.5
2006	49051	99.4
2006	49053	98.2
2006	49055	
2006	49057	90.3
2006	51001	51.7
2006	51003	72.1
2006	51005	62.8
2006	51007	54.1
2006	51009	80.8
2006	51011	70.7
2006	51013	28.7
2006	51015	30.7
2006	51017	70
2006	51019	35.3
2006	51021	110.4
2006	51023	32.5
2006	51025	24.7
2006	51027	75.5
2006	51029	
2006	51031	43.3
2006	51033	27.9
2006	51035	51
2006	51036	
2006	51037	38.9
2006	51041	67.2
2006	51043	
2006	51045	
2006	51047	74
2006	51049	15.1
2006	51051	220.6
2006	51053	7.6
2006	51057	82.9
2006	51059	35.7
2006	51061	88.4
2006	51063	48.3
2006	51065	28.8
2006	51067	82.8
2006	51069	35.8
2006	51071	158.7
2006	51073	95.3
2006	51075	22.1
2006	51077	5.1
2006	51079	
2006	51081	
2006	51083	65.5
2006	51085	75.1
2006	51087	72.6
2006	51089	57.3
2006	51091	
2006	51093	53.3
2006	51095	106.5
2006	51097	
2006	51099	29.6
2006	51101	34.5
2006	51103	140.6
2006	51105	121.4
2006	51107	40.9
2006	51109	52.1
2006	51111	
2006	51113	
2006	51115	
2006	51117	83.3
2006	51119	
2006	51121	88.6
2006	51125	32.2
2006	51127	61.4
2006	51131	107.6
2006	51133	30.3
2006	51135	55.6
2006	51137	66.3
2006	51139	67
2006	51141	74.6
2006	51143	19.7
2006	51145	44.6
2006	51147	95.4
2006	51149	
2006	51153	38.9
2006	51155	189.2
2006	51157	
2006	51159	55.8
2006	51161	91.5
2006	51163	
2006	51165	24
2006	51167	170
2006	51169	197.7
2006	51171	57.6
2006	51173	100.5
2006	51175	5.5
2006	51177	61.6
2006	51179	58.4
2006	51181	
2006	51183	40.6
2006	51185	202.1
2006	51187	87.8
2006	51191	140
2006	51193	51.3
2006	51195	222.3
2006	51197	101.9
2006	51199	44.8
2006	51510	38.4
2006	51515	
2006	51520	260.3
2006	51530	99.2
2006	51540	77.9
2006	51550	77.3
2006	51570	276
2006	51580	246
2006	51590	158.8
2006	51595	217.6
2006	51600	87.7
2006	51610	93.6
2006	51620	178.5
2006	51630	256
2006	51640	383.9
2006	51650	77.8
2006	51660	132.9
2006	51670	111.4
2006	51678	205
2006	51680	144.6
2006	51683	125.2
2006	51685	
2006	51690	403.3
2006	51700	67.6
2006	51710	49.3
2006	51720	251.6
2006	51730	93.2
2006	51735	89.2
2006	51740	81.9
2006	51750	133.2
2006	51760	57.2
2006	51770	120.9
2006	51775	217.3
2006	51790	179.5
2006	51800	57.2
2006	51810	64.3
2006	51820	204.2
2006	51830	
2006	51840	297.7
2006	50001	24.1
2006	50003	86.6
2006	50005	89.1
2006	50007	48.3
2006	50009	
2006	50011	63.1
2006	50013	26.8
2006	50015	37.8
2006	50017	26.3
2006	50019	39.4
2006	50021	83.6
2006	50023	58.7
2006	50025	83.7
2006	50027	48.5
2006	53001	32.9
2006	53003	129
2006	53005	108.3
2006	53007	111.8
2006	53009	138.3
2006	53011	70.3
2006	53013	20.9
