GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Dollar,Margin of Error
0100000US,,United States,0500000US13047,13047,United States - Georgia - Catoosa County,Catoosa County,54537,1845
0100000US,,United States,0500000US13049,13049,United States - Georgia - Charlton County,Charlton County,43257,6511
0100000US,,United States,0500000US13051,13051,United States - Georgia - Chatham County,Chatham County,52215,1310
0100000US,,United States,0500000US13053,13053,United States - Georgia - Chattahoochee County,Chattahoochee County,46096,6130
0100000US,,United States,0500000US13055,13055,United States - Georgia - Chattooga County,Chattooga County,35718,2489
0100000US,,United States,0500000US13057,13057,United States - Georgia - Cherokee County,Cherokee County,75477,1920
0100000US,,United States,0500000US13059,13059,United States - Georgia - Clarke County,Clarke County,34557,1564
0100000US,,United States,0500000US13061,13061,United States - Georgia - Clay County,Clay County,23315,4341
0100000US,,United States,0500000US13063,13063,United States - Georgia - Clayton County,Clayton County,44106,1280
0100000US,,United States,0500000US13065,13065,United States - Georgia - Clinch County,Clinch County,21838,6556
0100000US,,United States,0500000US13067,13067,United States - Georgia - Cobb County,Cobb County,72004,1128
0100000US,,United States,0500000US13069,13069,United States - Georgia - Coffee County,Coffee County,36572,1549
0100000US,,United States,0500000US13071,13071,United States - Georgia - Colquitt County,Colquitt County,34503,1794
0100000US,,United States,0500000US13073,13073,United States - Georgia - Columbia County,Columbia County,74162,1661
0100000US,,United States,0500000US13075,13075,United States - Georgia - Cook County,Cook County,35539,3615
0100000US,,United States,0500000US13077,13077,United States - Georgia - Coweta County,Coweta County,67570,1607
0100000US,,United States,0500000US13079,13079,United States - Georgia - Crawford County,Crawford County,41032,5046
0100000US,,United States,0500000US13081,13081,United States - Georgia - Crisp County,Crisp County,33194,3700
0100000US,,United States,0500000US13083,13083,United States - Georgia - Dade County,Dade County,43163,4466
0100000US,,United States,0500000US13085,13085,United States - Georgia - Dawson County,Dawson County,62284,5862
0100000US,,United States,0500000US13087,13087,United States - Georgia - Decatur County,Decatur County,36934,3234
0100000US,,United States,0500000US13089,13089,United States - Georgia - DeKalb County,DeKalb County,55876,865
0100000US,,United States,0500000US13091,13091,United States - Georgia - Dodge County,Dodge County,35290,2856
0100000US,,United States,0500000US13093,13093,United States - Georgia - Dooly County,Dooly County,33389,5181
0100000US,,United States,0500000US13095,13095,United States - Georgia - Dougherty County,Dougherty County,34541,1950
0100000US,,United States,0500000US13097,13097,United States - Georgia - Douglas County,Douglas County,59333,2092
0100000US,,United States,0500000US13099,13099,United States - Georgia - Early County,Early County,29493,5666
0100000US,,United States,0500000US13101,13101,United States - Georgia - Echols County,Echols County,34315,3790
0100000US,,United States,0500000US13103,13103,United States - Georgia - Effingham County,Effingham County,64279,3102
0100000US,,United States,0500000US13105,13105,United States - Georgia - Elbert County,Elbert County,35207,3455
0100000US,,United States,0500000US13107,13107,United States - Georgia - Emanuel County,Emanuel County,33089,3041
0100000US,,United States,0500000US13109,13109,United States - Georgia - Evans County,Evans County,38736,4754
0100000US,,United States,0500000US13111,13111,United States - Georgia - Fannin County,Fannin County,43344,5020
0100000US,,United States,0500000US13113,13113,United States - Georgia - Fayette County,Fayette County,84861,3591
0100000US,,United States,0500000US13115,13115,United States - Georgia - Floyd County,Floyd County,46096,2012
0100000US,,United States,0500000US13117,13117,United States - Georgia - Forsyth County,Forsyth County,96445,2452
0100000US,,United States,0500000US13119,13119,United States - Georgia - Franklin County,Franklin County,39246,4427
0100000US,,United States,0500000US13121,13121,United States - Georgia - Fulton County,Fulton County,61336,792
0100000US,,United States,0500000US13123,13123,United States - Georgia - Gilmer County,Gilmer County,46211,3104
0100000US,,United States,0500000US13125,13125,United States - Georgia - Glascock County,Glascock County,45273,4977
0100000US,,United States,0500000US13127,13127,United States - Georgia - Glynn County,Glynn County,47546,2169
0100000US,,United States,0500000US13129,13129,United States - Georgia - Gordon County,Gordon County,43452,2229
0100000US,,United States,0500000US13131,13131,United States - Georgia - Grady County,Grady County,39462,3389
0100000US,,United States,0500000US13133,13133,United States - Georgia - Greene County,Greene County,45069,3751
0100000US,,United States,0500000US13135,13135,United States - Georgia - Gwinnett County,Gwinnett County,64496,804
0100000US,,United States,0500000US13137,13137,United States - Georgia - Habersham County,Habersham County,44474,1781
0100000US,,United States,0500000US13139,13139,United States - Georgia - Hall County,Hall County,55622,1940
0100000US,,United States,0500000US13141,13141,United States - Georgia - Hancock County,Hancock County,29268,2293
0100000US,,United States,0500000US13143,13143,United States - Georgia - Haralson County,Haralson County,43663,3367
0100000US,,United States,0500000US13145,13145,United States - Georgia - Harris County,Harris County,69539,6381
0100000US,,United States,0500000US13147,13147,United States - Georgia - Hart County,Hart County,41216,2612
0100000US,,United States,0500000US13149,13149,United States - Georgia - Heard County,Heard County,44897,3468
0100000US,,United States,0500000US13151,13151,United States - Georgia - Henry County,Henry County,64752,1733
0100000US,,United States,0500000US13153,13153,United States - Georgia - Houston County,Houston County,55965,2162
0100000US,,United States,0500000US13155,13155,United States - Georgia - Irwin County,Irwin County,34677,6022
0100000US,,United States,0500000US13157,13157,United States - Georgia - Jackson County,Jackson County,57999,2894
0100000US,,United States,0500000US13159,13159,United States - Georgia - Jasper County,Jasper County,42067,3363
0100000US,,United States,0500000US13161,13161,United States - Georgia - Jeff Davis County,Jeff Davis County,37267,3563
0100000US,,United States,0500000US13163,13163,United States - Georgia - Jefferson County,Jefferson County,29640,1657
0100000US,,United States,0500000US13165,13165,United States - Georgia - Jenkins County,Jenkins County,27197,4924
0100000US,,United States,0500000US13167,13167,United States - Georgia - Johnson County,Johnson County,36423,4737
0100000US,,United States,0500000US13169,13169,United States - Georgia - Jones County,Jones County,55110,5523
0100000US,,United States,0500000US13171,13171,United States - Georgia - Lamar County,Lamar County,41157,4775
0100000US,,United States,0500000US13173,13173,United States - Georgia - Lanier County,Lanier County,31109,5468
0100000US,,United States,0500000US13175,13175,United States - Georgia - Laurens County,Laurens County,35202,1689
0100000US,,United States,0500000US13177,13177,United States - Georgia - Lee County,Lee County,65018,3516
0100000US,,United States,0500000US13179,13179,United States - Georgia - Liberty County,Liberty County,43493,1738
0100000US,,United States,0500000US13181,13181,United States - Georgia - Lincoln County,Lincoln County,37711,6081
0100000US,,United States,0500000US13183,13183,United States - Georgia - Long County,Long County,53083,4971
0100000US,,United States,0500000US13185,13185,United States - Georgia - Lowndes County,Lowndes County,39911,1705
0100000US,,United States,0500000US13187,13187,United States - Georgia - Lumpkin County,Lumpkin County,43039,2966
0100000US,,United States,0500000US13189,13189,United States - Georgia - McDuffie County,McDuffie County,40469,4618
0100000US,,United States,0500000US13191,13191,United States - Georgia - McIntosh County,McIntosh County,43285,4280
0100000US,,United States,0500000US13193,13193,United States - Georgia - Macon County,Macon County,30851,3027
0100000US,,United States,0500000US13195,13195,United States - Georgia - Madison County,Madison County,47653,3252
0100000US,,United States,0500000US13197,13197,United States - Georgia - Marion County,Marion County,39015,5043
0100000US,,United States,0500000US13199,13199,United States - Georgia - Meriwether County,Meriwether County,36368,4391
0100000US,,United States,0500000US13201,13201,United States - Georgia - Miller County,Miller County,37255,4203
0100000US,,United States,0500000US13205,13205,United States - Georgia - Mitchell County,Mitchell County,34122,3218
0100000US,,United States,0500000US13207,13207,United States - Georgia - Monroe County,Monroe County,50666,4524
0100000US,,United States,0500000US13209,13209,United States - Georgia - Montgomery County,Montgomery County,40308,2678
0100000US,,United States,0500000US13211,13211,United States - Georgia - Morgan County,Morgan County,59572,5141
0100000US,,United States,0500000US13213,13213,United States - Georgia - Murray County,Murray County,41617,2282
0100000US,,United States,0500000US13215,13215,United States - Georgia - Muscogee County,Muscogee County,43239,1433
0100000US,,United States,0500000US13217,13217,United States - Georgia - Newton County,Newton County,52784,2372
0100000US,,United States,0500000US13219,13219,United States - Georgia - Oconee County,Oconee County,77388,4806
0100000US,,United States,0500000US13221,13221,United States - Georgia - Oglethorpe County,Oglethorpe County,43938,1739
0100000US,,United States,0500000US13223,13223,United States - Georgia - Paulding County,Paulding County,63669,2428
0100000US,,United States,0500000US13225,13225,United States - Georgia - Peach County,Peach County,43645,3747
0100000US,,United States,0500000US13227,13227,United States - Georgia - Pickens County,Pickens County,61542,3961
0100000US,,United States,0500000US13229,13229,United States - Georgia - Pierce County,Pierce County,39863,6160
0100000US,,United States,0500000US13231,13231,United States - Georgia - Pike County,Pike County,52377,5466
0100000US,,United States,0500000US13233,13233,United States - Georgia - Polk County,Polk County,40652,2098
0100000US,,United States,0500000US13235,13235,United States - Georgia - Pulaski County,Pulaski County,38750,4970
0100000US,,United States,0500000US13237,13237,United States - Georgia - Putnam County,Putnam County,48340,3802
0100000US,,United States,0500000US13239,13239,United States - Georgia - Quitman County,Quitman County,26750,7840
0100000US,,United States,0500000US13241,13241,United States - Georgia - Rabun County,Rabun County,39297,3217
0100000US,,United States,0500000US13243,13243,United States - Georgia - Randolph County,Randolph County,30640,3901
0100000US,,United States,0500000US13245,13245,United States - Georgia - Richmond County,Richmond County,39430,1339
0100000US,,United States,0500000US13247,13247,United States - Georgia - Rockdale County,Rockdale County,54175,1805
0100000US,,United States,0500000US13249,13249,United States - Georgia - Schley County,Schley County,41267,4344
0100000US,,United States,0500000US13251,13251,United States - Georgia - Screven County,Screven County,36556,3573
0100000US,,United States,0500000US13253,13253,United States - Georgia - Seminole County,Seminole County,33999,2155
0100000US,,United States,0500000US13255,13255,United States - Georgia - Spalding County,Spalding County,42398,2062
0100000US,,United States,0500000US13257,13257,United States - Georgia - Stephens County,Stephens County,39756,3790
0100000US,,United States,0500000US13259,13259,United States - Georgia - Stewart County,Stewart County,22413,3522
0100000US,,United States,0500000US13261,13261,United States - Georgia - Sumter County,Sumter County,34219,2587
0100000US,,United States,0500000US13263,13263,United States - Georgia - Talbot County,Talbot County,37226,5150
0100000US,,United States,0500000US13265,13265,United States - Georgia - Taliaferro County,Taliaferro County,30500,4046
0100000US,,United States,0500000US13267,13267,United States - Georgia - Tattnall County,Tattnall County,36355,2539
0100000US,,United States,0500000US13269,13269,United States - Georgia - Taylor County,Taylor County,29875,4380
0100000US,,United States,0500000US13271,13271,United States - Georgia - Telfair County,Telfair County,28044,2261
0100000US,,United States,0500000US13273,13273,United States - Georgia - Terrell County,Terrell County,32219,5702
0100000US,,United States,0500000US13275,13275,United States - Georgia - Thomas County,Thomas County,41336,2327
0100000US,,United States,0500000US13277,13277,United States - Georgia - Tift County,Tift County,38728,3078
0100000US,,United States,0500000US13279,13279,United States - Georgia - Toombs County,Toombs County,35750,3133
0100000US,,United States,0500000US13281,13281,United States - Georgia - Towns County,Towns County,41182,2699
0100000US,,United States,0500000US13283,13283,United States - Georgia - Treutlen County,Treutlen County,39375,5317
0100000US,,United States,0500000US13285,13285,United States - Georgia - Troup County,Troup County,43597,2067
0100000US,,United States,0500000US13287,13287,United States - Georgia - Turner County,Turner County,42622,2798
0100000US,,United States,0500000US13289,13289,United States - Georgia - Twiggs County,Twiggs County,30629,3667
0100000US,,United States,0500000US13291,13291,United States - Georgia - Union County,Union County,42767,6036
0100000US,,United States,0500000US13293,13293,United States - Georgia - Upson County,Upson County,35375,2480
0100000US,,United States,0500000US13295,13295,United States - Georgia - Walker County,Walker County,43581,2245
0100000US,,United States,0500000US13297,13297,United States - Georgia - Walton County,Walton County,55876,1856
0100000US,,United States,0500000US13299,13299,United States - Georgia - Ware County,Ware County,36962,3361
0100000US,,United States,0500000US13301,13301,United States - Georgia - Warren County,Warren County,32860,4524
0100000US,,United States,0500000US13303,13303,United States - Georgia - Washington County,Washington County,38097,3810
0100000US,,United States,0500000US13305,13305,United States - Georgia - Wayne County,Wayne County,41534,2946
0100000US,,United States,0500000US13307,13307,United States - Georgia - Webster County,Webster County,36658,8113
0100000US,,United States,0500000US13309,13309,United States - Georgia - Wheeler County,Wheeler County,28490,3962
0100000US,,United States,0500000US13311,13311,United States - Georgia - White County,White County,43944,3094
0100000US,,United States,0500000US13313,13313,United States - Georgia - Whitfield County,Whitfield County,43871,2436
0100000US,,United States,0500000US13315,13315,United States - Georgia - Wilcox County,Wilcox County,35457,3364
0100000US,,United States,0500000US13317,13317,United States - Georgia - Wilkes County,Wilkes County,34234,3547
0100000US,,United States,0500000US13319,13319,United States - Georgia - Wilkinson County,Wilkinson County,38711,4236
0100000US,,United States,0500000US13321,13321,United States - Georgia - Worth County,Worth County,40369,3651
0100000US,,United States,0400000US15,15,United States - Hawaii,Hawaii,74923,736
0100000US,,United States,0500000US15001,15001,United States - Hawaii - Hawaii County,Hawaii County,56395,1657
0100000US,,United States,0500000US15003,15003,United States - Hawaii - Honolulu County,Honolulu County,80078,978
0100000US,,United States,0500000US15005,15005,United States - Hawaii - Kalawao County,Kalawao County,61750,11280
0100000US,,United States,0500000US15007,15007,United States - Hawaii - Kauai County,Kauai County,72330,3242
0100000US,,United States,0500000US15009,15009,United States - Hawaii - Maui County,Maui County,72762,1654
0100000US,,United States,0400000US16,16,United States - Idaho,Idaho,50985,368
0100000US,,United States,0500000US16001,16001,United States - Idaho - Ada County,Ada County,60151,1294
0100000US,,United States,0500000US16003,16003,United States - Idaho - Adams County,Adams County,42727,4646
0100000US,,United States,0500000US16005,16005,United States - Idaho - Bannock County,Bannock County,47390,1605
0100000US,,United States,0500000US16007,16007,United States - Idaho - Bear Lake County,Bear Lake County,50603,4499
0100000US,,United States,0500000US16009,16009,United States - Idaho - Benewah County,Benewah County,43472,3699
0100000US,,United States,0500000US16011,16011,United States - Idaho - Bingham County,Bingham County,51307,2748
0100000US,,United States,0500000US16013,16013,United States - Idaho - Blaine County,Blaine County,58835,5130
0100000US,,United States,0500000US16015,16015,United States - Idaho - Boise County,Boise County,49964,9226
0100000US,,United States,0500000US16017,16017,United States - Idaho - Bonner County,Bonner County,45607,2239
0100000US,,United States,0500000US16019,16019,United States - Idaho - Bonneville County,Bonneville County,54150,1580
0100000US,,United States,0500000US16021,16021,United States - Idaho - Boundary County,Boundary County,39512,4414
0100000US,,United States,0500000US16023,16023,United States - Idaho - Butte County,Butte County,43207,7907
0100000US,,United States,0500000US16025,16025,United States - Idaho - Camas County,Camas County,36667,9449
0100000US,,United States,0500000US16027,16027,United States - Idaho - Canyon County,Canyon County,46426,1548
0100000US,,United States,0500000US16029,16029,United States - Idaho - Caribou County,Caribou County,58750,5290
0100000US,,United States,0500000US16031,16031,United States - Idaho - Cassia County,Cassia County,48162,2603
0100000US,,United States,0500000US16033,16033,United States - Idaho - Clark County,Clark County,31927,4864
0100000US,,United States,0500000US16035,16035,United States - Idaho - Clearwater County,Clearwater County,41122,3174
0100000US,,United States,0500000US16037,16037,United States - Idaho - Custer County,Custer County,37976,6917
0100000US,,United States,0500000US16039,16039,United States - Idaho - Elmore County,Elmore County,45154,2005
0100000US,,United States,0500000US16041,16041,United States - Idaho - Franklin County,Franklin County,51583,5632
0100000US,,United States,0500000US16043,16043,United States - Idaho - Fremont County,Fremont County,51806,2998
0100000US,,United States,0500000US16045,16045,United States - Idaho - Gem County,Gem County,42888,3380
0100000US,,United States,0500000US16047,16047,United States - Idaho - Gooding County,Gooding County,42626,4212
0100000US,,United States,0500000US16049,16049,United States - Idaho - Idaho County,Idaho County,40299,2941
0100000US,,United States,0500000US16051,16051,United States - Idaho - Jefferson County,Jefferson County,58055,2987
0100000US,,United States,0500000US16053,16053,United States - Idaho - Jerome County,Jerome County,46421,3057
0100000US,,United States,0500000US16055,16055,United States - Idaho - Kootenai County,Kootenai County,53189,1643
0100000US,,United States,0500000US16057,16057,United States - Idaho - Latah County,Latah County,43310,2143
0100000US,,United States,0500000US16059,16059,United States - Idaho - Lemhi County,Lemhi County,36031,1713
0100000US,,United States,0500000US16061,16061,United States - Idaho - Lewis County,Lewis County,40313,2276
0100000US,,United States,0500000US16063,16063,United States - Idaho - Lincoln County,Lincoln County,46383,3221
0100000US,,United States,0500000US16065,16065,United States - Idaho - Madison County,Madison County,33620,2136
0100000US,,United States,0500000US16067,16067,United States - Idaho - Minidoka County,Minidoka County,48021,2578
0100000US,,United States,0500000US16069,16069,United States - Idaho - Nez Perce County,Nez Perce County,51804,2362
0100000US,,United States,0500000US16071,16071,United States - Idaho - Oneida County,Oneida County,43491,8254
0100000US,,United States,0500000US16073,16073,United States - Idaho - Owyhee County,Owyhee County,36092,2078
0100000US,,United States,0500000US16075,16075,United States - Idaho - Payette County,Payette County,48447,2426
0100000US,,United States,0500000US16077,16077,United States - Idaho - Power County,Power County,47602,3742
0100000US,,United States,0500000US16079,16079,United States - Idaho - Shoshone County,Shoshone County,39835,3011
0100000US,,United States,0500000US16081,16081,United States - Idaho - Teton County,Teton County,55986,8225
0100000US,,United States,0500000US16083,16083,United States - Idaho - Twin Falls County,Twin Falls County,49118,2416
0100000US,,United States,0500000US16085,16085,United States - Idaho - Valley County,Valley County,54015,4886
0100000US,,United States,0500000US16087,16087,United States - Idaho - Washington County,Washington County,37521,4782
0100000US,,United States,0400000US17,17,United States - Illinois,Illinois,61229,190
0100000US,,United States,0500000US17001,17001,United States - Illinois - Adams County,Adams County,48454,1689
0100000US,,United States,0500000US17003,17003,United States - Illinois - Alexander County,Alexander County,31014,2759
0100000US,,United States,0500000US17005,17005,United States - Illinois - Bond County,Bond County,54393,4323
0100000US,,United States,0500000US17007,17007,United States - Illinois - Boone County,Boone County,62701,3159
0100000US,,United States,0500000US17009,17009,United States - Illinois - Brown County,Brown County,56289,3862
0100000US,,United States,0500000US17011,17011,United States - Illinois - Bureau County,Bureau County,54271,1910
0100000US,,United States,0500000US17013,17013,United States - Illinois - Calhoun County,Calhoun County,53641,3602
0100000US,,United States,0500000US17015,17015,United States - Illinois - Carroll County,Carroll County,50555,3103
0100000US,,United States,0500000US17017,17017,United States - Illinois - Cass County,Cass County,50156,2767
0100000US,,United States,0500000US17019,17019,United States - Illinois - Champaign County,Champaign County,49586,1516
0100000US,,United States,0500000US17021,17021,United States - Illinois - Christian County,Christian County,50668,1800
0100000US,,United States,0500000US17023,17023,United States - Illinois - Clark County,Clark County,52068,3824
0100000US,,United States,0500000US17025,17025,United States - Illinois - Clay County,Clay County,47427,3055
0100000US,,United States,0500000US17027,17027,United States - Illinois - Clinton County,Clinton County,64543,2635
0100000US,,United States,0500000US17029,17029,United States - Illinois - Coles County,Coles County,41907,1985
0100000US,,United States,0500000US17031,17031,United States - Illinois - Cook County,Cook County,59426,380
0100000US,,United States,0500000US17033,17033,United States - Illinois - Crawford County,Crawford County,47468,2393
0100000US,,United States,0500000US17035,17035,United States - Illinois - Cumberland County,Cumberland County,50680,3553
0100000US,,United States,0500000US17037,17037,United States - Illinois - DeKalb County,DeKalb County,58343,1544
0100000US,,United States,0500000US17039,17039,United States - Illinois - De Witt County,De Witt County,55411,3084
0100000US,,United States,0500000US17041,17041,United States - Illinois - Douglas County,Douglas County,52261,2466
0100000US,,United States,0500000US17043,17043,United States - Illinois - DuPage County,DuPage County,84442,675
0100000US,,United States,0500000US17045,17045,United States - Illinois - Edgar County,Edgar County,47873,3697
0100000US,,United States,0500000US17047,17047,United States - Illinois - Edwards County,Edwards County,49632,3182
0100000US,,United States,0500000US17049,17049,United States - Illinois - Effingham County,Effingham County,54655,2216
0100000US,,United States,0500000US17051,17051,United States - Illinois - Fayette County,Fayette County,44541,2599
0100000US,,United States,0500000US17053,17053,United States - Illinois - Ford County,Ford County,50851,3131
0100000US,,United States,0500000US17055,17055,United States - Illinois - Franklin County,Franklin County,39454,1722
0100000US,,United States,0500000US17057,17057,United States - Illinois - Fulton County,Fulton County,48599,1862
0100000US,,United States,0500000US17059,17059,United States - Illinois - Gallatin County,Gallatin County,42450,4638
0100000US,,United States,0500000US17061,17061,United States - Illinois - Greene County,Greene County,44502,2341
0100000US,,United States,0500000US17063,17063,United States - Illinois - Grundy County,Grundy County,71598,4283
0100000US,,United States,0500000US17065,17065,United States - Illinois - Hamilton County,Hamilton County,47293,7758
0100000US,,United States,0500000US17067,17067,United States - Illinois - Hancock County,Hancock County,51460,1581
0100000US,,United States,0500000US17069,17069,United States - Illinois - Hardin County,Hardin County,39524,6819
0100000US,,United States,0500000US17071,17071,United States - Illinois - Henderson County,Henderson County,47428,3256
0100000US,,United States,0500000US17073,17073,United States - Illinois - Henry County,Henry County,55755,2104
0100000US,,United States,0500000US17075,17075,United States - Illinois - Iroquois County,Iroquois County,48857,2229
0100000US,,United States,0500000US17077,17077,United States - Illinois - Jackson County,Jackson County,36008,1699
0100000US,,United States,0500000US17079,17079,United States - Illinois - Jasper County,Jasper County,56523,4478
0100000US,,United States,0500000US17081,17081,United States - Illinois - Jefferson County,Jefferson County,46109,1918
0100000US,,United States,0500000US17083,17083,United States - Illinois - Jersey County,Jersey County,56320,2678
0100000US,,United States,0500000US17085,17085,United States - Illinois - Jo Daviess County,Jo Daviess County,55532,1868
0100000US,,United States,0500000US17087,17087,United States - Illinois - Johnson County,Johnson County,45743,3322
0100000US,,United States,0500000US17089,17089,United States - Illinois - Kane County,Kane County,74862,1202
0100000US,,United States,0500000US17091,17091,United States - Illinois - Kankakee County,Kankakee County,56542,1415
0100000US,,United States,0500000US17093,17093,United States - Illinois - Kendall County,Kendall County,89860,4149
0100000US,,United States,0500000US17095,17095,United States - Illinois - Knox County,Knox County,41972,1269
0100000US,,United States,0500000US17097,17097,United States - Illinois - Lake County,Lake County,82613,942
0100000US,,United States,0500000US17099,17099,United States - Illinois - LaSalle County,LaSalle County,54693,1378
0100000US,,United States,0500000US17101,17101,United States - Illinois - Lawrence County,Lawrence County,44504,3076
0100000US,,United States,0500000US17103,17103,United States - Illinois - Lee County,Lee County,58319,3414
0100000US,,United States,0500000US17105,17105,United States - Illinois - Livingston County,Livingston County,54339,2539
0100000US,,United States,0500000US17107,17107,United States - Illinois - Logan County,Logan County,58271,2629
0100000US,,United States,0500000US17109,17109,United States - Illinois - McDonough County,McDonough County,42911,3068
0100000US,,United States,0500000US17111,17111,United States - Illinois - McHenry County,McHenry County,82230,1657
0100000US,,United States,0500000US17113,17113,United States - Illinois - McLean County,McLean County,64573,1837
0100000US,,United States,0500000US17115,17115,United States - Illinois - Macon County,Macon County,49052,1793
0100000US,,United States,0500000US17117,17117,United States - Illinois - Macoupin County,Macoupin County,53890,2348
0100000US,,United States,0500000US17119,17119,United States - Illinois - Madison County,Madison County,56536,1150
0100000US,,United States,0500000US17121,17121,United States - Illinois - Marion County,Marion County,44679,2207
0100000US,,United States,0500000US17123,17123,United States - Illinois - Marshall County,Marshall County,55173,2308
0100000US,,United States,0500000US17125,17125,United States - Illinois - Mason County,Mason County,44695,3786
0100000US,,United States,0500000US17127,17127,United States - Illinois - Massac County,Massac County,42168,3400
0100000US,,United States,0500000US17129,17129,United States - Illinois - Menard County,Menard County,62368,2953
0100000US,,United States,0500000US17131,17131,United States - Illinois - Mercer County,Mercer County,55649,2472
0100000US,,United States,0500000US17133,17133,United States - Illinois - Monroe County,Monroe County,74410,4039
0100000US,,United States,0500000US17135,17135,United States - Illinois - Montgomery County,Montgomery County,47807,1721
0100000US,,United States,0500000US17137,17137,United States - Illinois - Morgan County,Morgan County,49353,2807
0100000US,,United States,0500000US17139,17139,United States - Illinois - Moultrie County,Moultrie County,53979,3591
0100000US,,United States,0500000US17141,17141,United States - Illinois - Ogle County,Ogle County,57655,1762
0100000US,,United States,0500000US17143,17143,United States - Illinois - Peoria County,Peoria County,53063,1092
0100000US,,United States,0500000US17145,17145,United States - Illinois - Perry County,Perry County,45864,3207
0100000US,,United States,0500000US17147,17147,United States - Illinois - Piatt County,Piatt County,67360,4426
0100000US,,United States,0500000US17149,17149,United States - Illinois - Pike County,Pike County,41387,1354
0100000US,,United States,0500000US17151,17151,United States - Illinois - Pope County,Pope County,41139,7065
0100000US,,United States,0500000US17153,17153,United States - Illinois - Pulaski County,Pulaski County,34655,3429
0100000US,,United States,0500000US17155,17155,United States - Illinois - Putnam County,Putnam County,64741,5458
0100000US,,United States,0500000US17157,17157,United States - Illinois - Randolph County,Randolph County,49717,1994
0100000US,,United States,0500000US17159,17159,United States - Illinois - Richland County,Richland County,46454,3015
0100000US,,United States,0500000US17161,17161,United States - Illinois - Rock Island County,Rock Island County,51426,957
0100000US,,United States,0500000US17163,17163,United States - Illinois - St. Clair County,St. Clair County,51103,1054
0100000US,,United States,0500000US17165,17165,United States - Illinois - Saline County,Saline County,40722,2498
0100000US,,United States,0500000US17167,17167,United States - Illinois - Sangamon County,Sangamon County,58687,1256
0100000US,,United States,0500000US17169,17169,United States - Illinois - Schuyler County,Schuyler County,47321,4462
0100000US,,United States,0500000US17171,17171,United States - Illinois - Scott County,Scott County,48542,6516
0100000US,,United States,0500000US17173,17173,United States - Illinois - Shelby County,Shelby County,49807,2404
0100000US,,United States,0500000US17175,17175,United States - Illinois - Stark County,Stark County,52284,2543
0100000US,,United States,0500000US17177,17177,United States - Illinois - Stephenson County,Stephenson County,46427,1906
0100000US,,United States,0500000US17179,17179,United States - Illinois - Tazewell County,Tazewell County,60874,1682
0100000US,,United States,0500000US17181,17181,United States - Illinois - Union County,Union County,46716,3562
0100000US,,United States,0500000US17183,17183,United States - Illinois - Vermilion County,Vermilion County,44930,1688
0100000US,,United States,0500000US17185,17185,United States - Illinois - Wabash County,Wabash County,49716,3423
0100000US,,United States,0500000US17187,17187,United States - Illinois - Warren County,Warren County,47278,2781
0100000US,,United States,0500000US17189,17189,United States - Illinois - Washington County,Washington County,54520,2760
0100000US,,United States,0500000US17191,17191,United States - Illinois - Wayne County,Wayne County,46405,3218
0100000US,,United States,0500000US17193,17193,United States - Illinois - White County,White County,46279,3062
0100000US,,United States,0500000US17195,17195,United States - Illinois - Whiteside County,Whiteside County,51969,1904
0100000US,,United States,0500000US17197,17197,United States - Illinois - Will County,Will County,80782,1137
0100000US,,United States,0500000US17199,17199,United States - Illinois - Williamson County,Williamson County,48600,1911
0100000US,,United States,0500000US17201,17201,United States - Illinois - Winnebago County,Winnebago County,51110,701
0100000US,,United States,0500000US17203,17203,United States - Illinois - Woodford County,Woodford County,69507,2304
0100000US,,United States,0400000US18,18,United States - Indiana,Indiana,52182,200
0100000US,,United States,0500000US18001,18001,United States - Indiana - Adams County,Adams County,48290,2581
0100000US,,United States,0500000US18003,18003,United States - Indiana - Allen County,Allen County,51091,655
0100000US,,United States,0500000US18005,18005,United States - Indiana - Bartholomew County,Bartholomew County,57331,2560
0100000US,,United States,0500000US18007,18007,United States - Indiana - Benton County,Benton County,49183,4226
0100000US,,United States,0500000US18009,18009,United States - Indiana - Blackford County,Blackford County,40622,2254
0100000US,,United States,0500000US18011,18011,United States - Indiana - Boone County,Boone County,75591,2282
0100000US,,United States,0500000US18013,18013,United States - Indiana - Brown County,Brown County,59292,5009
0100000US,,United States,0500000US18015,18015,United States - Indiana - Carroll County,Carroll County,56188,2345
0100000US,,United States,0500000US18017,18017,United States - Indiana - Cass County,Cass County,45558,2327
0100000US,,United States,0500000US18019,18019,United States - Indiana - Clark County,Clark County,52834,1041
0100000US,,United States,0500000US18021,18021,United States - Indiana - Clay County,Clay County,50924,2157
0100000US,,United States,0500000US18023,18023,United States - Indiana - Clinton County,Clinton County,51659,2997
0100000US,,United States,0500000US18025,18025,United States - Indiana - Crawford County,Crawford County,40067,3534
0100000US,,United States,0500000US18027,18027,United States - Indiana - Daviess County,Daviess County,48355,2821
0100000US,,United States,0500000US18029,18029,United States - Indiana - Dearborn County,Dearborn County,62905,2418
0100000US,,United States,0500000US18031,18031,United States - Indiana - Decatur County,Decatur County,52270,1808
0100000US,,United States,0500000US18033,18033,United States - Indiana - DeKalb County,DeKalb County,51374,2180
