fips,2000_population,2010_population,2017_population,2000_pct_male,2010_pct_male,2017_pct_male,2000_pct_white,2010_pct_white,2017_pct_white,2000_pct_25_39,2010_pct_25_39,2017_pct_25_39,2000_pct_hs_diploma,2010_pct_hs_diploma,2017_pct_hs_diploma,2000_median_hh_inc,2010_median_hh_inc,2017_median_hh_inc,2000_pov_pct,2010_pov_pct,2017_pov_pct,2000_unemploy_rate,2010_unemploy_rate,2017_unemploy_rate,2000_deaths,2010_deaths,2017_deaths,2000_mean_deaths,2010_mean_deaths,2017_mean_deaths,2000_death_rate,2010_death_rate,2017_death_rate,2000_log_death_rate,2010_log_death_rate,2017_log_death_rate,2000_deaths_age_adj,2010_deaths_age_adj,2017_deaths_age_adj,predicted_deaths_age_adj
33017,112680,123196,129421,0.485365637,0.48719926,0.489657784,0.967412141,0.942140979,0.92647252,0.218840966,0.180598396,0.189165591,0.304,0.892,0.276,44803,58363,67805,0.092,0.118,0.095,0.027,0.062,0.024,42,69,204,7,11.5,34,6.21228257,9.33471866,26.27085249,1.826528392,2.233740638,3.268460054,5.9,8.9,29.1,13.8167552
33019,#N/A,43760,43069,#N/A,0.494309872,0.493580069,#N/A,0.972417733,0.962664562,#N/A,0.163665448,0.165687618,#N/A,0.89,0.375,#N/A,50016,59419,#N/A,0.103,0.094,#N/A,0.058,0.022,#N/A,22,32,#N/A,3.666666667,5.333333333,#N/A,8.379037172,12.38323001,#N/A,2.125733012,2.516343139,#N/A,8.1,14,14.40072314
34001,253049,274649,266328,0.483432063,0.485029984,0.484237482,0.743603018,0.719176112,0.71171638,0.217858992,0.175696981,0.175122405,0.346,0.844,0.33,43933,54934,57514,0.105,0.106,0.153,0.047,0.119,0.072,146,135,372,24.33333333,22.5,62,9.616055915,8.192274503,23.27956505,2.263434193,2.103191576,3.147575939,9.2,8.2,23.6,10.80091823
34003,885730,906341,933569,0.48127759,0.481818653,0.485189632,0.821688325,0.766326361,0.734775898,0.218811602,0.182177569,0.180914319,0.262,0.905,0.239,65241,81350,91572,0.05,0.056,0.072,0.032,0.078,0.039,155,165,490,25.83333333,27.5,81.66666667,2.91661492,3.034178085,8.747791183,1.07042367,1.109940576,2.168801232,2.9,3.1,9,10.95917277
34005,424645,449124,445196,0.494509531,0.491394359,0.491491388,0.798419857,0.754818268,0.735761328,0.224509885,0.17852976,0.186365107,0.311,0.906,0.289,58608,75383,82839,0.047,0.052,0.064,0.031,0.084,0.041,52,63,230,8.666666667,10.5,38.33333333,2.040920455,2.337884415,8.610439746,0.71340091,0.849246424,2.152975391,2,2.4,8.7,11.29336868
34007,508705,513460,506343,0.482552757,0.482713356,0.482536541,0.754038195,0.710429245,0.694011767,0.220400822,0.194998637,0.202427998,0.321,0.847,0.307,48097,60362,65037,0.104,0.114,0.131,0.039,0.099,0.051,90,26,47,15,4.333333333,7.833333333,2.948663764,0.843947597,1.547040906,1.081352106,-0.169664875,0.436344013,2.9,0.8,1.6,10.73173901
34009,102301,97221,93184,0.480728439,0.486191255,0.48864612,0.93133987,0.921611586,0.917421446,0.174612174,0.141841783,0.151334993,0.363,0.879,0.33,41591,54441,62332,0.086,0.092,0.106,0.064,0.112,0.092,34,45,147,5.666666667,7.5,24.5,5.539209457,7.714382695,26.29206731,1.711851793,2.043086469,3.26926727,6.2,8.6,31.3,16.66999217
34011,146374,156704,151748,0.510152076,0.513854145,0.511505918,0.75050897,0.730600368,0.718559717,0.233012694,0.213312998,0.212272979,0.363,0.753,0.392,39150,50035,50000,0.15,0.151,0.188,0.058,0.125,0.07,53,41,190,8.833333333,6.833333333,31.66666667,6.034769381,4.360662991,20.86793016,1.79753764,1.472624108,3.038213539,5.9,4.3,20.1,9.13192272
34013,792428,784062,795908,0.476044511,0.479722267,0.481332013,0.513669381,0.499933679,0.492133513,0.232009722,0.20930105,0.206908336,0.272,0.811,0.284,44944,54176,57365,0.156,0.145,0.167,0.045,0.103,0.057,426,229,714,71,38.16666667,119,8.95980455,4.867812324,14.9514768,2.192748413,1.582644621,2.704810078,8.9,4.8,14.2,9.778071657
34015,255307,#N/A,290850,0.483794021,#N/A,0.485961836,0.880187382,#N/A,0.833408974,0.213104224,#N/A,0.185387657,0.369,#N/A,0.338,54273,#N/A,81489,0.062,#N/A,0.079,0.036,#N/A,0.047,86,#N/A,49,14.33333333,#N/A,8.166666667,5.614156029,#N/A,2.807862014,1.72529127,#N/A,1.032423345,5.4,#N/A,3.1,13.27572744
34017,609377,635634,672922,0.49115408,0.494923179,0.497501939,0.722546141,0.671938568,0.65051373,0.279308212,0.288983912,0.297517394,0.268,0.798,0.262,40293,53475,62681,0.155,0.148,0.171,0.048,0.105,0.044,207,134,400,34.5,22.33333333,66.66666667,5.66151988,3.513552348,9.907042223,1.733692386,1.256627591,2.29324584,5.5,3.4,9.5,8.172439892
34019,#N/A,#N/A,124628,#N/A,#N/A,0.494014186,#N/A,#N/A,0.914882691,#N/A,#N/A,0.137192284,#N/A,#N/A,0.217,#N/A,#N/A,110969,#N/A,#N/A,0.045,#N/A,#N/A,0.035,#N/A,#N/A,62,#N/A,#N/A,10.33333333,#N/A,#N/A,8.2913417,#N/A,#N/A,2.115211802,#N/A,#N/A,10,13.37953292
34021,351580,367744,368602,0.48692474,0.489470936,0.488779225,0.729338984,0.670240711,0.641184801,0.221650833,0.196068461,0.187090683,0.256,0.866,0.246,56613,71767,77027,0.086,0.094,0.113,0.033,0.076,0.041,58,76,266,9.666666667,12.66666667,44.33333333,2.749492766,3.444425107,12.02742615,1.011416446,1.236757013,2.487189554,2.7,3.4,12,8.823205671
34023,753131,810666,827684,0.491083225,0.490881571,0.492772604,0.743882538,0.648871422,0.607728312,0.24297101,0.20931555,0.205137468,0.29,0.879,0.258,61446,76321,83133,0.066,0.076,0.086,0.034,0.085,0.041,227,209,677,37.83333333,34.83333333,112.8333333,5.023473119,4.296878534,13.63241688,1.614121551,1.457888837,2.612450551,4.7,4.3,13.3,9.201462458
34025,617126,630480,622327,0.48577276,0.486394493,0.486319893,0.863520578,0.853846276,0.846885962,0.210623114,0.163567441,0.160953968,0.274,0.908,0.247,64271,82013,91807,0.063,0.061,0.076,0.032,0.083,0.041,177,217,601,29.5,36.16666667,100.1666667,4.780223164,5.736370173,16.09550392,1.564487232,1.746826636,2.778539973,4.9,6,17,12.44368051
34027,471370,492663,494225,0.48931837,0.48966332,0.490926198,0.896064663,0.857123429,0.83597147,0.227362794,0.169178526,0.167561333,0.24,0.928,0.211,77340,96316,107034,0.039,0.035,0.046,0.027,0.071,0.036,112,96,315,18.66666667,16,52.5,3.960087971,3.247656106,10.62269209,1.37626624,1.177933538,2.362992477,4,3.6,11.4,10.86851925
34029,513602,577574,595470,0.47499815,0.479280577,0.482356794,0.947093275,0.934351269,0.929514501,0.185044061,0.159608985,0.159798143,0.377,0.885,0.343,46443,59939,65771,0.07,0.079,0.109,0.037,0.095,0.048,134,101,562,22.33333333,16.83333333,93.66666667,4.348373514,2.914489456,15.72987164,1.46980187,1.069694661,2.755561557,4.7,3.5,19,17.315551
34031,490902,502055,503694,0.484465331,0.48516796,0.487148944,0.788986396,0.762177451,0.748482213,0.231997425,0.199422374,0.198968024,0.312,0.799,0.346,49210,54888,63339,0.123,0.15,0.17,0.046,0.11,0.057,175,121,354,29.16666667,20.16666667,59,5.941443846,4.016824186,11.71346095,1.781952175,1.390491587,2.460738689,5.9,4.1,11.7,10.08927689
34033,#N/A,65976,62838,#N/A,0.486586031,0.490037875,#N/A,0.822905299,0.812947579,#N/A,0.171607857,0.177010726,#N/A,0.857,0.38,#N/A,59452,63934,#N/A,0.098,0.142,#N/A,0.106,0.062,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,1.263085566,1.326161452,#N/A,0.23355759,0.282288643,#N/A,5,5,12.5401184
34035,298860,324084,330700,0.488322291,0.487345873,0.489495011,0.824078164,0.740280298,0.692896885,0.241139664,0.18129559,0.171427275,0.215,0.924,0.211,76933,96233,106046,0.038,0.034,0.048,0.026,0.073,0.038,62,52,192,10.33333333,8.666666667,32,3.457583261,2.674203807,9.676443907,1.240569865,0.983651694,2.269694469,3.4,2.7,10.2,9.317636142
34037,144674,148827,141185,0.495030206,0.496139813,0.497248291,0.96877808,0.947475928,0.936586748,0.214226468,0.156476983,0.160704041,0.334,0.928,0.314,65266,81488,89238,0.04,0.047,0.053,0.03,0.086,0.044,51,44,122,8.5,7.333333333,20.33333333,5.875278212,4.927421324,14.40190766,1.770753414,1.594815793,2.667360674,6,5.2,15.9,13.39932839
34039,523164,537500,555273,0.481267824,0.484647442,0.487459322,0.727592113,0.695294884,0.678480675,0.229709995,0.199114419,0.197816209,0.297,0.842,0.292,55339,66433,73376,0.084,0.087,0.103,0.039,0.093,0.048,127,108,333,21.16666667,18,55.5,4.045895105,3.348837209,9.995083499,1.397702813,1.208613184,2.302093322,4,3.3,9.8,9.238869269
34041,102974,108581,105869,0.486996718,0.486042678,0.48918947,0.960145279,0.92162533,0.899309524,0.219900169,0.161013437,0.163843996,0.354,0.886,0.315,56100,69767,75500,0.054,0.063,0.082,0.029,0.087,0.042,24,28,117,4,4.666666667,19.5,3.884475693,4.297866723,18.41898951,1.356988018,1.458118789,2.913382171,3.8,4.5,21,12.09491264
35001,557545,663948,678686,0.48842515,0.489684433,0.490531704,0.88448466,0.856115238,0.844023599,0.221490642,0.208770868,0.218628349,0.248,0.86,0.232,38788,46121,50386,0.137,0.152,0.18,0.04,0.075,0.052,524,640,783,87.33333333,106.6666667,130.5,15.66390755,16.06551517,19.2283324,2.751359184,2.77667506,2.956384837,14.7,16.1,19.2,13.97697402
35003,3561,3750,3567,0.50940747,0.524,0.526773199,0.954507161,0.939733333,0.922624054,0.121033418,0.101333333,0.092514718,0.29,0.881,0.387,23892,30413,42047,0.245,0.117,0.215,0.066,0.092,0.066,5,5,5,0.833333333,0.833333333,0.833333333,23.4016662,22.22222222,23.36230259,3.152807225,3.101092789,3.151123723,5,5,5,5.367657828
35005,61320,65727,65153,0.489677104,0.494743408,0.496032416,0.949429224,0.929328891,0.921415744,0.18049576,0.177217886,0.191733305,0.264,0.762,0.272,28513,36445,42177,0.213,0.212,0.212,0.056,0.07,0.061,42,40,45,7,6.666666667,7.5,11.41552511,10.14296509,11.51136555,2.434974281,2.316780371,2.443334856,12.6,10.9,12.8,7.437400808
35007,14221,13733,#N/A,0.506434147,0.509211389,#N/A,0.9681457,0.950557052,#N/A,0.165670487,0.151896891,#N/A,0.342,0.847,#N/A,30744,39249,#N/A,0.148,0.179,#N/A,0.05,0.076,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,5.859878583,6.068108449,#N/A,1.768128884,1.803046934,#N/A,5,5,#N/A,7.124949177
35009,44951,#N/A,49842,0.493626393,#N/A,0.518638899,0.87386265,#N/A,0.855543518,0.21421103,#N/A,0.238453513,0.279,#N/A,0.268,28917,#N/A,41941,0.19,#N/A,0.225,0.046,#N/A,0.046,5,#N/A,26,0.833333333,#N/A,4.333333333,1.853870511,#N/A,8.69414015,0.617275622,#N/A,2.162649253,5,#N/A,9.1,13.12677892
35011,2216,2029,1813,0.491425993,0.489896501,0.494208494,0.985108303,0.956136028,0.934914506,0.156137184,0.144898965,0.138996139,0.3,0.781,0.36,25441,27821,31439,0.177,0.225,0.227,0.047,0.052,0.044,5,5,5,0.833333333,0.833333333,0.833333333,37.60529483,41.07113521,45.96433168,3.62714486,3.715305568,3.827865697,5,5,5,5.342042067
35013,174980,210097,216186,0.491324723,0.490492487,0.490609938,0.941639044,0.926857594,0.919897681,0.199834267,0.187532425,0.186385797,0.224,0.744,0.222,29808,35544,39114,0.254,0.246,0.279,0.061,0.073,0.065,57,96,143,9.5,16,23.83333333,5.429191908,7.615529969,11.02445733,1.691790303,2.030189579,2.400116199,5.8,8.6,12.4,9.911334596
35015,51447,53901,57205,0.489941104,0.499860856,0.503242724,0.953330612,0.938201518,0.930425662,0.177114312,0.18387414,0.206433004,0.343,0.793,0.367,31998,44510,60703,0.172,0.151,0.146,0.056,0.059,0.05,32,41,46,5.333333333,6.833333333,7.666666667,10.36665565,12.67756319,13.40209189,2.338594468,2.539833753,2.595410806,11.1,13.6,14.6,9.863671087
35017,#N/A,29381,27692,#N/A,0.491337939,0.491983244,#N/A,0.947721316,0.929690885,#N/A,0.145366053,0.149068323,#N/A,0.847,0.257,#N/A,35896,40470,#N/A,0.15,0.22,#N/A,0.128,0.058,#N/A,24,31,#N/A,4,5.166666667,#N/A,13.6142405,18.65761471,#N/A,2.61111634,2.926254358,#N/A,15.3,21.2,13.84912797
35019,4684,4693,4409,0.54824936,0.56360537,0.567702427,0.963706234,0.927551673,0.912678612,0.215200683,0.199659067,0.212519846,0.375,0.772,0.387,24783,29085,26060,0.216,0.31,0.13,0.072,0.079,0.063,5,5,5,0.833333333,0.833333333,0.833333333,17.79106177,17.75694296,18.90073335,2.878696183,2.876776592,2.939200723,5,5,5,5.634001427
35021,801,690,687,0.506866417,0.52173913,0.515283843,0.97627965,0.975362319,0.963609898,0.128589263,0.105797101,0.128093159,0.319,0.869,0.35,26111,31042,35096,0.163,0.234,0.198,0.041,0.049,0.06,5,5,5,0.833333333,0.833333333,0.833333333,104.0366209,120.7729469,121.3003396,4.644742961,4.793912311,4.798269616,5,5,5,5.464827715
35023,5768,4864,4305,0.499306519,0.502878289,0.497560976,0.981449376,0.965254934,0.949593496,0.177184466,0.146587171,0.156329849,0.369,0.775,0.334,24819,39020,31829,0.273,0.208,0.26,0.068,0.082,0.049,5,5,5,0.833333333,0.833333333,0.833333333,14.44752658,17.13267544,19.35733643,2.670523229,2.840987485,2.963071491,5,5,5,6.549076371
35025,#N/A,64599,69057,#N/A,0.510193656,0.513315088,#N/A,0.920138083,0.914490928,#N/A,0.207557393,0.213186208,#N/A,0.719,0.313,#N/A,42816,59285,#N/A,0.173,0.161,#N/A,0.079,0.063,#N/A,29,38,#N/A,4.833333333,6.333333333,#N/A,7.482055966,9.171167779,#N/A,2.012507616,2.216064626,#N/A,8.2,9.9,7.685211551
35027,#N/A,#N/A,19483,#N/A,#N/A,0.488631114,#N/A,#N/A,0.920648771,#N/A,#N/A,0.140635426,#N/A,#N/A,0.291,#N/A,#N/A,42145,#N/A,#N/A,0.154,#N/A,#N/A,0.053,#N/A,#N/A,30,#N/A,#N/A,5,#N/A,#N/A,25.66339886,#N/A,#N/A,3.245065808,#N/A,#N/A,28.8,14.69240393
35028,18295,17994,#N/A,0.503033616,0.503445593,#N/A,0.935993441,0.902411915,#N/A,0.182782181,0.158108258,#N/A,0.121,0.987,#N/A,78993,100423,#N/A,0.029,0.032,#N/A,0.03,0.033,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,4.554978592,4.631173354,#N/A,1.516220831,1.53281026,#N/A,5,5,#N/A,6.243980854
35029,24991,25082,#N/A,0.487655556,0.498245754,#N/A,0.964427194,0.946654972,#N/A,0.164259133,0.154214177,#N/A,0.299,0.671,#N/A,20784,26661,#N/A,0.329,0.334,#N/A,0.155,0.175,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,3.334533765,3.322435744,#N/A,1.204332869,1.200698172,#N/A,5,5,#N/A,8.54225642
35031,#N/A,71672,72574,#N/A,0.48388492,0.483230909,#N/A,0.1913439,0.168214512,#N/A,0.18302824,0.205762394,#N/A,0.687,0.345,#N/A,32615,30336,#N/A,0.337,0.375,#N/A,0.083,0.082,#N/A,21,24,#N/A,3.5,4,#N/A,4.883357518,5.51161573,#N/A,1.585832999,1.706857816,#N/A,5.3,6.6,15.40121145
35033,5203,4893,4542,0.505285412,0.512977723,0.505724351,0.980588122,0.950950337,0.937032144,0.165097059,0.14612712,0.149273448,0.317,0.839,0.378,24518,33622,26644,0.254,0.13,0.203,0.105,0.128,0.076,5,5,5,0.833333333,0.833333333,0.833333333,16.01640079,17.03113291,18.34727726,2.773613247,2.835043017,2.909481186,5,5,5,5.628756749
35035,62291,64399,66198,0.497294954,0.505038898,0.517568507,0.868135044,0.845432382,0.828892112,0.208489188,0.18528238,0.212982265,0.292,0.835,0.288,30861,38262,43533,0.193,0.189,0.214,0.053,0.067,0.058,21,41,51,3.5,6.833333333,8.5,5.618789231,10.61093081,12.84026708,1.726116201,2.361884678,2.552586098,6,11.1,13.1,10.87146154
35037,10080,9066,8310,0.483928571,0.493381866,0.48856799,0.962301587,0.936907126,0.912515042,0.16031746,0.147804986,0.155234657,0.368,0.785,0.402,24894,29797,26663,0.209,0.168,0.216,0.049,0.068,0.059,5,5,5,0.833333333,0.833333333,0.833333333,8.267195767,9.191852342,10.02807862,2.112295367,2.218317477,2.30538902,5,5,5,6.399584987
35039,41250,40289,39191,0.495345455,0.494154732,0.489398076,0.843248485,0.787659163,0.772524304,0.208751515,0.177120306,0.172182389,0.313,0.796,0.328,29429,42514,33422,0.203,0.201,0.264,0.061,0.076,0.061,73,65,163,12.16666667,10.83333333,27.16666667,29.49494949,26.88905988,69.31863608,3.384219045,3.291719508,4.238713789,31.4,29,79,20.80673722
35041,17999,20022,#N/A,0.490638369,0.503995605,#N/A,0.955164176,0.931225652,#N/A,0.18945497,0.185995405,#N/A,0.237,0.759,#N/A,26586,32169,#N/A,0.227,0.248,#N/A,0.044,0.048,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,4.629886846,4.162088369,#N/A,1.532532428,1.42601696,#N/A,5,5,#N/A,7.560052584
35043,90618,132430,142624,0.487662495,0.48886204,0.489966626,0.78728288,0.796768104,0.785316637,0.211039749,0.184346447,0.187808503,0.286,0.894,0.253,44949,56703,60345,0.121,0.109,0.147,0.042,0.085,0.059,28,71,101,4.666666667,11.83333333,16.83333333,5.149823067,8.935538272,11.80259517,1.638962358,2.19003639,2.468319437,4.7,9.6,12.9,14.59525766
35045,114194,130202,126902,0.495770356,0.496267338,0.495839309,0.604541394,0.588216771,0.54823407,0.199283675,0.197178231,0.205930561,0.305,0.8,0.316,33762,45361,49686,0.215,0.182,0.208,0.057,0.079,0.072,30,46,71,5,7.666666667,11.83333333,4.378513757,5.888286406,9.324780802,1.476709342,1.772965023,2.232675459,4.5,6.1,10,10.84862423
35047,#N/A,29398,27782,#N/A,0.498673379,0.495284717,#N/A,0.926899789,0.911597437,#N/A,0.162494047,0.167662515,#N/A,0.802,0.283,#N/A,30956,29168,#N/A,0.246,0.309,#N/A,0.073,0.071,#N/A,23,46,#N/A,3.833333333,7.666666667,#N/A,13.03943579,27.59580544,#N/A,2.567978288,3.317663784,#N/A,12.9,31.5,18.41831378
35049,129815,144528,149617,0.489381042,0.487407284,0.485272396,0.934075415,0.916832724,0.906421062,0.211346917,0.176394885,0.17013441,0.197,0.855,0.223,42207,52923,57945,0.12,0.134,0.144,0.036,0.066,0.049,91,107,211,15.16666667,17.83333333,35.16666667,11.68329289,12.3390162,23.50445916,2.458159863,2.512766291,3.157190155,11.1,13,26.6,18.55427559
35051,13256,#N/A,#N/A,0.499547375,#N/A,#N/A,0.969824985,#N/A,#N/A,0.128470127,#N/A,#N/A,0.314,#N/A,#N/A,24152,#N/A,#N/A,0.209,#N/A,#N/A,0.044,#N/A,#N/A,5,#N/A,#N/A,0.833333333,#N/A,#N/A,6.286461477,#N/A,#N/A,1.838398349,#N/A,#N/A,5,#N/A,#N/A,5.799141071
35055,30073,32896,32862,0.490606192,0.492491488,0.491175218,0.911149536,0.886338765,0.878278863,0.193894856,0.159016294,0.155650904,0.266,0.882,0.266,26762,35800,35314,0.209,0.185,0.213,0.067,0.089,0.076,23,21,44,3.833333333,3.5,7.333333333,12.74676066,10.63959144,22.31554176,2.545277173,2.364582085,3.105283376,12.3,11.5,25,18.12156588
35059,4166,4542,4188,0.491838694,0.569793043,0.562798472,0.977196351,0.936151475,0.913323782,0.163226116,0.203874945,0.220630372,0.439,0.851,0.399,28080,37415,38240,0.181,0.13,0.142,0.037,0.056,0.036,5,5,5,0.833333333,0.833333333,0.833333333,20.00320051,18.34727726,19.89812162,2.995892286,2.909481186,2.990625336,5,5,5,5.510060146
35061,66455,76797,75994,0.501843353,0.503795721,0.501381688,0.929365736,0.907874005,0.889951838,0.213482808,0.177676211,0.182764429,0.323,0.802,0.331,34099,42955,43428,0.168,0.185,0.22,0.046,0.085,0.063,41,70,76,6.833333333,11.66666667,12.66666667,10.28264741,15.19156564,16.66798256,2.330457757,2.720740382,2.813489667,10.2,16.4,17.1,14.77456166
36001,#N/A,304078,307717,#N/A,0.483497655,0.484409376,#N/A,0.79192181,0.762385569,#N/A,0.186195647,0.192014091,#N/A,0.908,0.247,#N/A,55350,62293,#N/A,0.124,0.124,#N/A,0.068,0.042,#N/A,102,160,#N/A,17,26.66666667,#N/A,5.590670815,8.665971222,#N/A,1.721099283,2.159404003,#N/A,5.6,8.9,11.31690726
36003,49909,#N/A,#N/A,0.499448997,#N/A,#N/A,0.975415256,#N/A,#N/A,0.16642289,#N/A,#N/A,0.396,#N/A,#N/A,32106,#N/A,#N/A,0.155,#N/A,#N/A,0.049,#N/A,#N/A,5,#N/A,#N/A,0.833333333,#N/A,#N/A,1.669705531,#N/A,#N/A,0.512647282,#N/A,#N/A,5,#N/A,#N/A,6.778668978
36005,1334248,1387353,1439725,0.465367758,0.46917259,0.471233743,0.499567547,0.455154528,0.449605307,0.235556658,0.212452779,0.226371703,0.258,0.687,0.276,27611,33794,36593,0.307,0.279,0.297,0.071,0.12,0.063,560,561,1070,93.33333333,93.5,178.3333333,6.995201292,6.739452756,12.38662476,1.945224384,1.907978728,2.516617242,7.3,7.1,12.4,10.35804595
36007,200294,200478,192959,0.482251091,0.490073724,0.491980162,0.923058105,0.886945201,0.863634244,0.18714989,0.16486597,0.166061184,0.327,0.879,0.314,35347,43467,49064,0.128,0.15,0.171,0.037,0.082,0.056,5,43,201,0.833333333,7.166666667,33.5,0.416055066,3.574789586,17.36120108,-0.876937658,1.273906317,2.854237894,5,3.7,18.8,11.84731149
36009,83915,80230,77245,0.489697909,0.494976941,0.496511101,0.951927546,0.93249408,0.919645284,0.183376035,0.161061947,0.164386044,0.412,0.864,0.395,33404,41482,45571,0.137,0.157,0.169,0.046,0.086,0.062,5,5,35,0.833333333,0.833333333,5.833333333,0.993068383,1.03868046,7.551729346,-0.006955753,0.037951119,2.021776589,5,5,8.6,12.5829906
36011,81938,79901,77463,0.505321096,0.510031164,0.511960549,0.942871439,0.93176556,0.92309877,0.211013205,0.176205554,0.185004454,0.359,0.845,0.326,37487,47414,54664,0.111,0.124,0.116,0.039,0.083,0.05,5,25,69,0.833333333,4.166666667,11.5,1.017029136,5.214786632,14.84579735,0.016885765,1.651498173,2.697716818,5,5.1,15.5,13.35737045
36013,139589,134725,128609,0.487559908,0.493390239,0.493775708,0.96053414,0.944204862,0.937687098,0.183932831,0.157899425,0.170120287,0.365,0.858,0.356,33458,40179,44304,0.138,0.163,0.185,0.041,0.083,0.06,5,34,104,0.833333333,5.666666667,17.33333333,0.596990689,4.206098843,13.47754304,-0.515853761,1.436535578,2.601024822,5,4.4,14.8,11.45694826
36015,91041,88898,84874,0.494019178,0.497559,0.496536042,0.91895959,0.891752345,0.884982445,0.199327775,0.175830727,0.183483752,0.361,0.867,0.353,36415,42420,51251,0.13,0.158,0.158,0.043,0.089,0.055,5,33,55,0.833333333,5.5,9.166666667,0.91533851,6.186865846,10.80032362,-0.088461325,1.822428633,2.379576098,5,6.1,11.3,15.21041243
36017,51408,50401,47790,0.492355275,0.498621059,0.500188324,0.980625584,0.973353703,0.965453024,0.192032369,0.159044463,0.165808747,0.399,0.853,0.389,33679,43991,48567,0.144,0.125,0.145,0.04,0.089,0.053,5,5,30,0.833333333,0.833333333,5,1.621018778,1.653406348,10.46243984,0.483054827,0.502837613,2.347791686,5,5,11.6,14.27632031
36019,79937,82095,80567,0.511878104,0.51194348,0.514801345,0.944643907,0.930385529,0.921431852,0.221124135,0.183628723,0.185708789,0.335,0.834,0.371,37028,47786,52759,0.139,0.131,0.157,0.047,0.093,0.053,5,30,43,0.833333333,5,7.166666667,1.042487626,6.090504903,8.89528798,0.041609805,1.806730985,2.185521696,5,5.6,8.5,12.48541953
36021,63073,63026,60408,0.497645585,0.503839685,0.501258112,0.932364086,0.915130264,0.903274401,0.18716408,0.147986545,0.157263939,0.327,0.869,0.309,41915,54573,61093,0.09,0.095,0.114,0.035,0.074,0.038,5,21,58,0.833333333,3.5,9.666666667,1.321220385,5.553263732,16.0022955,0.278555843,1.714385815,2.772732181,5,5.7,17.3,16.3930481
36023,48576,#N/A,47836,0.482913373,#N/A,0.48708086,0.974781785,#N/A,0.948386153,0.190032115,#N/A,0.162701731,0.358,#N/A,0.341,34364,#N/A,52451,0.155,#N/A,0.147,0.044,#N/A,0.058,5,#N/A,35,0.833333333,#N/A,5.833333333,1.715524813,#N/A,12.19444212,0.539719047,#N/A,2.500980284,5,#N/A,14.4,11.01943915
36025,47969,#N/A,45020,0.492255415,#N/A,0.504109285,0.971585816,#N/A,0.952376721,0.165794576,#N/A,0.147156819,0.374,#N/A,0.376,32461,#N/A,47921,0.129,#N/A,0.165,0.042,#N/A,0.055,5,#N/A,31,0.833333333,#N/A,5.166666667,1.737233074,#N/A,11.47638087,0.55229366,#N/A,2.440291086,5,#N/A,13.8,15.28396263
36027,#N/A,297731,293450,#N/A,0.497778196,0.49742716,#N/A,0.832177368,0.815413188,#N/A,0.1654077,0.173883115,#N/A,0.886,0.262,#N/A,68472,75585,#N/A,0.08,0.091,#N/A,0.077,0.043,#N/A,153,325,#N/A,25.5,54.16666667,#N/A,8.564778273,18.45856762,#N/A,2.147658244,2.915528632,#N/A,8.6,18.9,13.47966849
36029,#N/A,919143,918794,#N/A,0.482056655,0.483876691,#N/A,0.812302329,0.79705244,#N/A,0.173856516,0.200210276,#N/A,0.879,0.28,#N/A,46609,54006,#N/A,0.139,0.149,#N/A,0.081,0.051,#N/A,294,1026,#N/A,49,171,#N/A,5.331052948,18.61135358,#N/A,1.67354877,2.923771802,#N/A,5.4,19.2,12.92610271
36031,38885,39350,37511,0.517937508,0.518144854,0.517501533,0.956512794,0.949428208,0.943429927,0.21252411,0.175069886,0.176428248,0.381,0.882,0.333,34823,44930,55294,0.116,0.127,0.089,0.048,0.091,0.055,5,5,23,0.833333333,0.833333333,3.833333333,2.14307145,2.117746717,10.21922458,0.762240057,0.750352654,2.324270709,5,5,10.1,12.98017757
36033,51117,51652,50444,0.549093257,0.549543096,0.549877091,0.862902753,0.846414466,0.841328998,0.24254162,0.199314644,0.203651574,0.338,0.823,0.372,31517,40587,50733,0.146,0.152,0.194,0.058,0.085,0.06,5,5,20,0.833333333,0.833333333,3.333333333,1.63024695,1.613361212,6.607987736,0.488731506,0.478319712,1.88827918,5,5,6.5,13.0198459
36035,55009,#N/A,53777,0.492428512,#N/A,0.498261338,0.966696359,#N/A,0.953046842,0.200476286,#N/A,0.180988155,0.385,#N/A,0.357,33663,#N/A,48033,0.125,#N/A,0.16,0.047,#N/A,0.058,5,#N/A,21,0.833333333,#N/A,3.5,1.514903622,#N/A,6.508358592,0.415351821,#N/A,1.873087288,5,#N/A,7,15.34090414
36037,60324,59940,57816,0.492109277,0.495495495,0.497440155,0.955722432,0.937587588,0.930884184,0.208159273,0.166049383,0.179050782,0.381,0.89,0.359,40542,48197,54033,0.076,0.111,0.128,0.04,0.076,0.048,5,22,40,0.833333333,3.666666667,6.666666667,1.381429171,6.117228339,11.53083345,0.323118595,1.811109108,2.445024617,5,6.2,11.3,12.78973292
