fips,2000_population,2010_population,2017_population,2000_pct_male,2010_pct_male,2017_pct_male,2000_pct_white,2010_pct_white,2017_pct_white,2000_pct_25_39,2010_pct_25_39,2017_pct_25_39,2000_pct_hs_diploma,2010_pct_hs_diploma,2017_pct_hs_diploma,2000_median_hh_inc,2010_median_hh_inc,2017_median_hh_inc,2000_pov_pct,2010_pov_pct,2017_pov_pct,2000_unemploy_rate,2010_unemploy_rate,2017_unemploy_rate,2000_deaths,2010_deaths,2017_deaths,2000_mean_deaths,2010_mean_deaths,2017_mean_deaths,2000_death_rate,2010_death_rate,2017_death_rate,2000_log_death_rate,2010_log_death_rate,2017_log_death_rate,2000_deaths_age_adj,2010_deaths_age_adj,2017_deaths_age_adj,predicted_deaths_age_adj
8093,14691,16280,#N/A,0.517663876,0.524078624,#N/A,0.969096726,0.957002457,#N/A,0.213736301,0.149938575,#N/A,0.267,0.929,#N/A,51899,60186,#N/A,0.056,0.063,#N/A,0.026,0.07,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,5.672407143,5.118755119,#N/A,1.735613568,1.632911269,#N/A,5,5,#N/A,7.019278687
8095,4463,4470,4297,0.483979386,0.488814318,0.49522923,0.983419225,0.974496644,0.962531999,0.17163343,0.151677852,0.161508029,0.321,0.804,0.315,32177,39830,50076,0.116,0.106,0.081,0.026,0.036,0.016,5,5,5,0.833333333,0.833333333,0.833333333,18.67204422,18.64280388,19.39337522,2.927027444,2.925460221,2.964931524,5,5,5,5.434574587
8097,14765,17160,17952,0.535523197,0.530885781,0.519440731,0.974466644,0.963986014,0.950423351,0.28520149,0.22960373,0.217190285,0.109,0.955,0.143,59375,62318,67755,0.062,0.08,0.071,0.028,0.06,0.03,5,5,5,0.833333333,0.833333333,0.833333333,5.643977876,4.856254856,4.642008318,1.730589114,1.580267535,1.5351471,5,5,5,6.309660471
8099,14460,12575,12071,0.503388658,0.494075547,0.501284069,0.9697787,0.96333996,0.949879877,0.193775934,0.172962227,0.169331456,0.289,0.791,0.258,29935,35166,41740,0.195,0.226,0.183,0.029,0.058,0.025,5,5,5,0.833333333,0.833333333,0.833333333,5.763024435,6.626905235,6.903598155,1.751462412,1.891137913,1.932042747,5,5,5,5.422052144
8101,141838,159466,166426,0.489671315,0.491791354,0.493096031,0.938521412,0.912865438,0.90315816,0.195934799,0.177818469,0.190985783,0.31,0.85,0.29,32775,40805,42386,0.149,0.167,0.198,0.04,0.082,0.041,58,92,166,9.666666667,15.33333333,27.66666667,6.815286924,9.615424814,16.62400506,1.919168166,2.26336856,2.810847739,7,10.6,18.2,13.37847376
8103,5987,6675,6394,0.505428428,0.513558052,0.511886143,0.980624687,0.955355805,0.934782609,0.186069818,0.184719101,0.193775414,0.32,0.922,0.326,37711,54812,57991,0.096,0.045,0.118,0.029,0.049,0.038,5,5,5,0.833333333,0.833333333,0.833333333,13.91904682,12.48439451,13.03305182,2.633258177,2.524479425,2.567488579,5,5,5,5.535410462
8105,12435,12023,#N/A,0.493687173,0.497795891,#N/A,0.971773221,0.946435998,#N/A,0.177241657,0.160026616,#N/A,0.3,0.803,#N/A,31836,39683,#N/A,0.145,0.176,#N/A,0.045,0.061,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,6.701514542,6.931159722,#N/A,1.902333552,1.936027147,#N/A,5,5,#N/A,6.158663768
8107,19826,23448,#N/A,0.539140523,0.531260662,#N/A,0.981186321,0.969251109,#N/A,0.25809543,0.228462982,#N/A,0.177,0.966,#N/A,53612,64046,#N/A,0.061,0.052,#N/A,0.025,0.065,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,4.20323481,3.55396338,#N/A,1.435854422,1.268063426,#N/A,5,5,#N/A,10.09889074
8109,5993,6136,6643,0.504922409,0.511082138,0.501279542,0.964458535,0.93595176,0.91645341,0.183714333,0.15482399,0.135330423,0.248,0.731,0.283,25495,29523,34765,0.226,0.27,0.21,0.056,0.08,0.042,5,5,5,0.833333333,0.833333333,0.833333333,13.90511152,13.58105172,12.54453309,2.632256508,2.608675565,2.529284961,5,5,5,5.679956322
8111,557,708,711,0.524236984,0.556497175,0.572433193,0.982046679,0.964689266,0.947960619,0.181328546,0.225988701,0.17580872,0.145,0.955,0.374,30764,44336,46397,0.209,0.09,0.033,0.047,0.074,0.021,5,5,5,0.833333333,0.833333333,0.833333333,149.6110114,117.7024482,117.2058134,5.008038668,4.768159814,4.763931478,5,5,5,5.380045645
8113,6628,7357,8047,0.547073024,0.541796928,0.532620852,0.976765238,0.958950659,0.953647322,0.334942667,0.257034117,0.226916863,0.151,0.939,0.139,48514,60457,62243,0.104,0.13,0.105,0.03,0.059,0.027,5,5,5,0.833333333,0.833333333,0.833333333,12.57292295,11.32708078,10.35582619,2.53154553,2.427196388,2.337549278,5,5,5,5.464391581
8115,2749,2371,2334,0.500181884,0.492619148,0.49143102,0.981084031,0.970476592,0.946015424,0.160058203,0.142134121,0.164952871,0.355,0.814,0.3,28278,37792,49583,0.1,0.125,0.17,0.027,0.037,0.021,5,5,5,0.833333333,0.833333333,0.833333333,30.3140536,35.1469141,35.70408455,3.41161142,3.559536822,3.575265095,5,5,5,6.01767736
8117,23671,28077,#N/A,0.581808965,0.54866973,#N/A,0.970765916,0.960822025,#N/A,0.35178066,0.288527977,#N/A,0.177,0.945,#N/A,56587,67329,#N/A,0.09,0.052,#N/A,0.023,0.061,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,3.520482165,2.968028398,#N/A,1.258597959,1.087897893,#N/A,5,5,#N/A,9.763111179
8119,20670,#N/A,#N/A,0.506676343,#N/A,#N/A,0.963425254,#N/A,#N/A,0.196032898,#N/A,#N/A,0.235,#N/A,#N/A,50165,#N/A,#N/A,0.054,#N/A,#N/A,0.03,#N/A,#N/A,5,#N/A,#N/A,0.833333333,#N/A,#N/A,4.031607805,#N/A,#N/A,1.394165256,#N/A,#N/A,5,#N/A,#N/A,5.362011649
8121,4951,4821,4936,0.508180166,0.511926986,0.520056726,0.990506968,0.976975731,0.963330632,0.168652797,0.148724331,0.174027553,0.336,0.839,0.343,32431,38818,51458,0.114,0.137,0.099,0.026,0.04,0.019,5,5,5,0.833333333,0.833333333,0.833333333,16.83161651,17.28548711,16.88276607,2.823259053,2.849867254,2.826293343,5,5,5,6.771790198
8123,183085,254198,305274,0.501603081,0.50040913,0.503914516,0.960510146,0.938252858,0.928310305,0.220340279,0.208333661,0.222878463,0.269,0.837,0.273,42321,55795,66489,0.125,0.137,0.112,0.027,0.082,0.026,31,82,105,5.166666667,13.66666667,17.5,2.822004351,5.376386386,5.732555016,1.037447395,1.682016473,1.746161333,2.5,5.8,6.3,9.307821572
8125,9830,10049,10015,0.492573754,0.495173649,0.497054418,0.989114954,0.979002886,0.968047928,0.185249237,0.181311573,0.181427858,0.338,0.815,0.323,33169,39945,44668,0.129,0.107,0.143,0.026,0.033,0.015,5,5,5,0.833333333,0.833333333,0.833333333,8.477449983,8.292699108,8.320852055,2.137409695,2.115375502,2.11876466,5,5,5,5.467566766
9001,884604,919330,943457,0.483019521,0.486061588,0.48695383,0.844826612,0.812252401,0.789924713,0.221035627,0.180680496,0.175006386,0.235,0.882,0.22,65249,81114,89773,0.069,0.075,0.088,0.021,0.075,0.046,195,260,629,32.5,43.33333333,104.8333333,3.673960326,4.713577642,11.11161752,1.301270188,1.550447204,2.407991185,3.7,4.9,11.4,9.106418787
9003,858310,895226,892931,0.481044145,0.48334052,0.485947962,0.830668407,0.783307232,0.756263362,0.212412765,0.184506482,0.194897478,0.286,0.868,0.271,50756,62829,69936,0.093,0.101,0.112,0.026,0.083,0.049,277,329,1018,46.16666667,54.83333333,169.6666667,5.378786996,6.125082754,19.0010949,1.682462883,1.812392267,2.944496604,5.4,6.3,19,9.783687074
9005,182640,189806,181710,0.488841437,0.491549266,0.494150019,0.966924004,0.951597947,0.938396346,0.201763031,0.149178635,0.154207253,0.314,0.907,0.291,56273,69561,76438,0.045,0.053,0.068,0.021,0.079,0.044,57,87,226,9.5,14.5,37.66666667,5.201489269,7.639379156,20.72900042,1.648944982,2.033316338,3.031533706,5.5,8.5,22.2,14.61790141
9007,155647,165602,162855,0.487571235,0.488472361,0.487114304,0.925125444,0.904952839,0.891854717,0.219740824,0.164345841,0.167523257,0.286,0.915,0.272,59175,74965,81673,0.046,0.058,0.072,0.021,0.067,0.041,40,66,188,6.666666667,11,31.33333333,4.283196378,6.642431855,19.24001924,1.454699548,1.89347814,2.956992445,4.3,6.8,20,15.84339749
9009,824988,863382,857794,0.480609415,0.481348928,0.482169379,0.840184342,0.800964116,0.779416736,0.21598496,0.186164409,0.192738583,0.308,0.879,0.307,48834,61234,64872,0.095,0.107,0.121,0.026,0.086,0.051,297,408,950,49.5,68,158.3333333,6.000087274,7.876003901,18.45820014,1.791774015,2.063820656,2.915508724,6,8,18.7,9.935920079
9011,259460,273998,267826,0.494673553,0.499437952,0.501108929,0.891675017,0.848714224,0.838029168,0.22123256,0.178939262,0.186501684,0.32,0.902,0.301,50646,65120,69411,0.064,0.067,0.099,0.024,0.075,0.045,72,109,360,12,18.16666667,60,4.624990365,6.630218712,22.40260468,1.531474288,1.891637792,3.109177232,4.5,6.6,22.8,12.19847844
9013,136915,153236,150933,0.501508235,0.504907463,0.500281582,0.935711938,0.910314809,0.892654357,0.214264325,0.157580464,0.158295403,0.29,0.915,0.272,59044,76498,81312,0.056,0.066,0.065,0.019,0.066,0.04,30,39,142,5,6.5,23.66666667,3.651900814,4.24182307,15.68024664,1.295247803,1.444993146,2.752401745,3.4,4.4,17.5,11.24037463
9015,109187,118545,116374,0.493053202,0.495803281,0.495694915,0.950451977,0.933409254,0.922955299,0.215089708,0.181340419,0.188100435,0.357,0.839,0.327,45115,57427,62553,0.085,0.103,0.111,0.027,0.088,0.051,41,49,147,6.833333333,8.166666667,24.5,6.258376302,6.88908572,21.05281248,1.833920775,1.92993838,3.047034161,6.1,7,21.9,11.0464944
10001,127096,162955,176445,0.482155221,0.480893498,0.481521154,0.747899226,0.694062778,0.668774972,0.217056398,0.183915805,0.196463487,0.329,0.846,0.331,40950,52016,57647,0.107,0.124,0.13,0.04,0.081,0.049,28,84,162,4.666666667,14,27,3.671765175,8.591328894,15.30221882,1.300672521,2.150753427,2.727997839,3.6,9.3,17,10.03740993
10003,501851,538750,556419,0.485646138,0.483944316,0.484201654,0.753229544,0.686719258,0.65519869,0.231498991,0.196193039,0.209689101,0.296,0.879,0.297,52419,63160,68336,0.084,0.099,0.119,0.036,0.083,0.044,143,235,489,23.83333333,39.16666667,81.5,4.749085552,7.269914927,14.64723527,1.557952084,1.983744589,2.684251599,4.6,7.2,14.7,9.918517992
10005,157451,197890,224214,0.488666315,0.48796301,0.48377889,0.825005875,0.825317095,0.827945623,0.187061371,0.157309616,0.152256327,0.356,0.842,0.334,39208,50537,57901,0.105,0.109,0.12,0.039,0.082,0.045,43,125,205,7.166666667,20.83333333,34.16666667,4.551680629,10.52773426,15.23841806,1.515496534,2.354013133,2.723819743,4.7,12.1,19.1,13.05284579
11001,571454,605085,695691,0.471038789,0.472487336,0.474431896,0.345009397,0.418951056,0.451328248,0.258948227,0.281029938,0.320847905,0.206,0.855,0.176,40127,56519,77649,0.202,0.183,0.174,0.056,0.093,0.061,276,214,718,46,35.66666667,119.6666667,8.049641791,5.894488653,17.2011233,2.085627592,1.774017788,2.84497469,8.2,6,17.6,8.49835994
12001,218295,247613,266820,0.488123869,0.484453563,0.483959223,0.75126778,0.712563557,0.700161157,0.208080808,0.20195224,0.214845214,0.203,0.891,0.221,31426,39345,45478,0.228,0.241,0.233,0.03,0.071,0.038,46,71,68,7.666666667,11.83333333,11.33333333,3.512067004,4.778962871,4.247557654,1.256204754,1.56422355,1.446344148,3.9,5.2,5.1,7.407320911
12005,148243,169205,184046,0.495382581,0.495830501,0.498022234,0.850070492,0.833917437,0.818898536,0.216178841,0.192346562,0.208246851,0.306,0.858,0.309,36092,46240,50283,0.13,0.125,0.154,0.046,0.091,0.041,108,103,130,18,17.16666667,21.66666667,12.14222594,10.14548427,11.77241921,2.496689125,2.317028707,2.465759441,11.5,10.4,12,10.92766896
12007,#N/A,28536,#N/A,#N/A,0.562657696,#N/A,#N/A,0.769063639,#N/A,#N/A,0.220703673,#N/A,#N/A,0.787,#N/A,#N/A,40519,#N/A,#N/A,0.156,#N/A,#N/A,0.081,#N/A,#N/A,26,#N/A,#N/A,4.333333333,#N/A,#N/A,15.18549668,#N/A,#N/A,2.720340807,#N/A,#N/A,14.4,#N/A,10.10556793
12009,477832,543972,588265,0.489751628,0.489988455,0.488550228,0.880855615,0.846258631,0.834135976,0.185810076,0.153199062,0.165126261,0.289,0.899,0.285,40099,49114,51536,0.095,0.098,0.134,0.036,0.104,0.043,171,197,256,28.5,32.83333333,42.66666667,5.964439385,6.035849884,7.252967058,1.785815067,1.797716671,1.981410635,6.1,6.2,8,13.42624429
12011,1632440,1752834,1934471,0.482803656,0.484418947,0.487390093,0.741884541,0.667531552,0.635490529,0.229498787,0.197019798,0.203634482,0.284,0.87,0.272,41691,51731,54895,0.115,0.117,0.14,0.036,0.091,0.04,729,809,976,121.5,134.8333333,162.6666667,7.442846291,7.692304767,8.408844933,2.007253342,2.040220448,2.12928412,7.1,7.5,8.6,10.52735939
12013,13044,14646,14437,0.53940509,0.544790386,0.545750502,0.814397424,0.822613683,0.820392048,0.236277216,0.204083026,0.209877398,0.386,0.72,0.404,26575,29642,36237,0.2,0.205,0.129,0.047,0.085,0.049,5,5,5,0.833333333,0.833333333,0.833333333,6.388633344,5.689835678,5.772205675,1.854520371,1.738681369,1.753054274,5,5,5,5.616400325
12015,142268,159867,181537,0.477753254,0.485309664,0.487581044,0.936921866,0.912352143,0.904570418,0.128721849,0.108383844,0.113260658,0.357,0.879,0.343,36379,44639,46511,0.082,0.095,0.12,0.037,0.119,0.047,26,23,51,4.333333333,3.833333333,8.5,3.045894603,2.397826527,4.682241086,1.113794652,0.874562713,1.54377686,4,3.5,6.9,15.0608531
12017,118634,141171,145512,0.480191176,0.484072508,0.483953213,0.957035926,0.93876221,0.931545165,0.130367348,0.111963505,0.121673814,0.38,0.839,0.378,31001,37807,40574,0.117,0.136,0.174,0.047,0.121,0.059,63,68,93,10.5,11.33333333,15.5,8.850751049,8.028088866,10.65204244,2.18050232,2.0829465,2.365751652,11.3,11.7,14.8,17.98534489
12019,141671,191434,212177,0.492457878,0.489912973,0.492654718,0.888961044,0.835546455,0.811039839,0.21489225,0.181806785,0.191062179,0.317,0.898,0.313,48854,60352,61971,0.068,0.082,0.104,0.03,0.093,0.039,46,86,209,7.666666667,14.33333333,34.83333333,5.411599175,7.487349861,16.41711087,1.688544645,2.013214911,2.798324137,4.8,7.7,17.7,10.77717892
12021,254071,322595,372345,0.501013496,0.492856368,0.493099142,0.930247844,0.904177064,0.894264728,0.179981186,0.153238581,0.144819992,0.262,0.847,0.264,48289,58133,62407,0.103,0.108,0.128,0.037,0.111,0.041,94,181,238,15.66666667,30.16666667,39.66666667,6.166255364,9.351250536,10.65320245,1.819091744,2.235510082,2.365860547,6.6,10.9,13.5,16.03086501
12023,56756,67553,69825,0.507012474,0.517282726,0.516992481,0.80696314,0.791082557,0.780207662,0.194974981,0.178615309,0.190418904,0.349,0.801,0.361,30881,39078,43504,0.15,0.166,0.168,0.039,0.093,0.044,5,32,46,0.833333333,5.333333333,7.666666667,1.468273545,7.895035503,10.97983053,0.384087252,2.066234145,2.396060001,5,8.3,11,11.8952446
12027,32290,34933,#N/A,0.562805822,0.565511121,#N/A,0.843821617,0.839807632,#N/A,0.206348715,0.193255661,#N/A,0.353,0.625,#N/A,30714,37226,#N/A,0.236,0.207,#N/A,0.045,0.101,#N/A,5,5,#N/A,0.833333333,0.833333333,#N/A,2.580778363,2.385518946,#N/A,0.948091044,0.869416688,#N/A,5,5,#N/A,11.2054501
12029,13826,#N/A,16636,0.532909012,#N/A,0.551394566,0.896716332,#N/A,0.876112046,0.190076667,#N/A,0.179850926,0.394,#N/A,0.439,26082,#N/A,35910,0.191,#N/A,0.237,0.045,#N/A,0.048,5,#N/A,21,0.833333333,#N/A,3.5,6.027291576,#N/A,21.03871123,1.796297752,#N/A,3.046364133,5,#N/A,20.1,11.8843321
12031,779618,865637,937642,0.484986237,0.485383596,0.484827898,0.67144422,0.627979164,0.610344886,0.239641722,0.216692447,0.232940717,0.291,0.873,0.279,40703,49135,51296,0.119,0.133,0.16,0.033,0.105,0.042,200,346,1081,33.33333333,57.66666667,180.1666667,4.27559822,6.661760838,19.21486737,1.452924027,1.89638384,2.955684321,4,6.5,19.6,11.33076183
12033,294277,298039,313258,0.496593346,0.494525884,0.495150962,0.731902255,0.700703599,0.689891399,0.211491214,0.184345002,0.20505462,0.283,0.861,0.273,35234,43148,47361,0.154,0.155,0.146,0.04,0.099,0.042,89,159,179,14.83333333,26.5,29.83333333,5.040602335,8.891453803,9.523566304,1.617525586,2.185090569,2.25376939,5.1,9.3,9.9,8.777424672
12035,#N/A,96077,109937,#N/A,0.480885123,0.480766257,#N/A,0.838587799,0.839744581,#N/A,0.146840555,0.137442353,#N/A,0.894,0.335,#N/A,47573,51049,#N/A,0.11,0.133,#N/A,0.147,0.048,#N/A,34,65,#N/A,5.666666667,10.83333333,#N/A,5.898047053,9.854128577,#N/A,1.774621288,2.287890512,#N/A,7,12.7,13.45337273
12037,9836,11522,11752,0.510268402,0.575160562,0.567477876,0.872102481,0.837354626,0.832539142,0.185746238,0.22070821,0.213835943,0.364,0.798,0.367,26756,38436,41267,0.177,0.238,0.201,0.039,0.074,0.036,5,5,5,0.833333333,0.833333333,0.833333333,8.472278704,7.232540647,7.090991604,2.136799505,1.978590378,1.95882519,5,5,5,5.53168281
12039,45053,47793,45972,0.475795175,0.474504635,0.476007135,0.417175327,0.419287343,0.415513791,0.209087075,0.194568242,0.184351344,0.359,0.753,0.362,31248,35423,39830,0.199,0.246,0.244,0.04,0.1,0.055,5,5,5,0.833333333,0.833333333,0.833333333,1.849673348,1.743630518,1.812697584,0.615009055,0.555969444,0.594816114,5,5,5,10.37891638
12041,14545,16999,17865,0.529185287,0.521089476,0.5170445,0.916672396,0.925113242,0.9131822,0.175524235,0.147773398,0.157458718,0.361,0.82,0.399,30328,41048,42934,0.141,0.147,0.198,0.036,0.093,0.044,5,5,5,0.833333333,0.833333333,0.833333333,5.729345709,4.902249152,4.664614236,1.745601337,1.58969411,1.540005138,5,5,5,6.838270463
12043,10606,12870,13608,0.548651707,0.577544678,0.558788948,0.836884782,0.806993007,0.790858319,0.200735433,0.192307692,0.195252792,0.368,0.734,0.395,30774,39260,37385,0.152,0.175,0.18,0.047,0.093,0.054,5,5,5,0.833333333,0.833333333,0.833333333,7.857187755,6.475006475,6.123848716,2.06142875,1.867949608,1.812190774,5,5,5,5.759646916
12045,#N/A,#N/A,16122,#N/A,#N/A,0.586465699,#N/A,#N/A,0.797605756,#N/A,#N/A,0.208845056,#N/A,#N/A,0.366,#N/A,#N/A,44647,#N/A,#N/A,0.149,#N/A,#N/A,0.039,#N/A,#N/A,5,#N/A,#N/A,0.833333333,#N/A,#N/A,5.168920316,#N/A,#N/A,1.64266383,#N/A,#N/A,5,5.276973923
12047,13332,14683,14389,0.574257426,0.587073486,0.581763847,0.610336034,0.628073282,0.627423726,0.238448845,0.19532793,0.197859476,0.351,0.707,0.411,25638,35632,36209,0.26,0.194,0.266,0.053,0.112,0.048,5,5,5,0.833333333,0.833333333,0.833333333,6.250625063,5.675497741,5.79146107,1.832681469,1.736158267,1.756384603,5,5,5,6.175100884
12049,26913,27724,27202,0.54364062,0.536574809,0.528012646,0.894734886,0.891285529,0.885890743,0.216661093,0.200476122,0.189875744,0.315,0.595,0.439,30183,38865,39063,0.246,0.229,0.245,0.059,0.105,0.059,5,5,5,0.833333333,0.833333333,0.833333333,3.096397032,3.005819266,3.063500233,1.130239188,1.100550165,1.119558129,5,5,5,9.172858552
12051,36348,#N/A,#N/A,0.556124133,#N/A,#N/A,0.831600088,#N/A,#N/A,0.219104215,#N/A,#N/A,0.291,#N/A,#N/A,33592,#N/A,#N/A,0.241,#N/A,#N/A,0.072,#N/A,#N/A,5,#N/A,#N/A,0.833333333,#N/A,#N/A,2.292652507,#N/A,#N/A,0.829709447,#N/A,#N/A,5,#N/A,#N/A,5.632615349
12053,131492,172966,186784,0.475238037,0.477845357,0.480844184,0.942004076,0.915041106,0.9008641,0.140502844,0.140241435,0.153326837,0.377,0.85,0.367,32572,42457,44324,0.103,0.111,0.143,0.044,0.133,0.052,78,121,83,13,20.16666667,13.83333333,9.886533021,11.65932418,7.406059049,2.29117353,2.456106219,2.002298456,12,14.5,9.3,15.59588969
12055,#N/A,98634,#N/A,#N/A,0.488462396,#N/A,#N/A,0.866182047,#N/A,#N/A,0.129752418,#N/A,#N/A,0.772,#N/A,#N/A,33902,#N/A,#N/A,0.164,#N/A,#N/A,0.108,#N/A,#N/A,20,#N/A,#N/A,3.333333333,#N/A,#N/A,3.379497266,#N/A,#N/A,1.217726961,#N/A,#N/A,3.7,#N/A,11.11428959
12057,1003082,1233491,1410115,0.48937375,0.487487951,0.488793467,0.803482666,0.762371189,0.745578907,0.234522203,0.211575926,0.222537169,0.267,0.854,0.272,40663,49594,53742,0.125,0.135,0.157,0.033,0.106,0.039,497,1159,836,82.83333333,193.1666667,139.3333333,8.257882539,15.6601602,9.880990794,2.111168204,2.75111992,2.29061279,7.6,15.5,10,10.07572822
12059,#N/A,#N/A,19448,#N/A,#N/A,0.532394077,#N/A,#N/A,0.890734266,#N/A,#N/A,0.184543398,#N/A,#N/A,0.391,#N/A,#N/A,37474,#N/A,#N/A,0.266,#N/A,#N/A,0.047,#N/A,#N/A,5,#N/A,#N/A,0.833333333,#N/A,#N/A,4.284930756,#N/A,#N/A,1.455104392,#N/A,#N/A,5,6.472679464
12061,113371,138272,154314,0.483942102,0.483322726,0.479120495,0.900018523,0.878731775,0.869363765,0.15358425,0.137258447,0.136500901,0.291,0.864,0.309,39635,46550,49009,0.093,0.122,0.127,0.051,0.129,0.05,46,83,47,7.666666667,13.83333333,7.833333333,6.762458359,10.0044357,5.076229852,1.911386487,2.303028565,1.624568831,7.7,12.1,5.7,14.7942189
12063,46762,#N/A,#N/A,0.524763697,#N/A,#N/A,0.711582054,#N/A,#N/A,0.217163509,#N/A,#N/A,0.327,#N/A,#N/A,29744,#N/A,#N/A,0.172,#N/A,#N/A,0.046,#N/A,#N/A,5,#N/A,#N/A,0.833333333,#N/A,#N/A,1.782073764,#N/A,#N/A,0.577777722,#N/A,#N/A,5,#N/A,#N/A,5.228886836
12065,12918,14754,14147,0.510450534,0.522773485,0.522867039,0.60388605,0.618950793,0.625574327,0.200263199,0.180086756,0.174666007,0.322,0.816,0.329,32998,44011,47599,0.171,0.204,0.139,0.037,0.081,0.044,5,5,5,0.833333333,0.833333333,0.833333333,6.450946999,5.648185803,5.890530383,1.864226942,1.731334397,1.773346042,5,5,5,5.555794129
12067,7059,8810,8623,0.597393398,0.614074915,0.573814218,0.842753931,0.825085131,0.838339325,0.266610001,0.240522134,0.212107155,0.401,0.762,0.384,30651,46551,41512,0.175,0.18,0.178,0.041,0.075,0.037,5,5,5,0.833333333,0.833333333,0.833333333,11.80526042,9.458948165,9.664076694,2.468545231,2.246961189,2.268415577,5,5,5,5.574080754
12069,212828,297708,345087,0.48391659,0.484468002,0.483509955,0.896390513,0.855207116,0.837635147,0.169019114,0.153559864,0.161851939,0.343,0.854,0.333,36903,44837,49734,0.096,0.103,0.128,0.036,0.111,0.042,68,88,99,11.33333333,14.66666667,16.5,5.325113863,4.926527559,4.781402951,1.672434094,1.594634391,1.564734008,5.5,6,6.1,12.68247534
12071,443789,620454,739506,0.489047723,0.49059882,0.489735039,0.911086124,0.879062751,0.869178884,0.171272835,0.160975673,0.161502408,0.325,0.867,0.309,40319,50362,52052,0.097,0.105,0.149,0.032,0.123,0.041,190,406,549,31.66666667,67.66666667,91.5,7.135523113,10.90599249,12.37312476,1.965085565,2.389312408,2.515526763,7.6,12.6,15.4,14.09539842
12073,240025,275969,291247,0.476746172,0.475716475,0.47491648,0.67180502,0.640104504,0.620737724,0.215765024,0.199757944,0.203765189,0.189,0.901,0.186,37517,42889,49941,0.182,0.215,0.205,0.031,0.071,0.039,31,28,67,5.166666667,4.666666667,11.16666667,2.152553553,1.691011188,3.834088134,0.766654837,0.525326686,1.343931632,2.3,1.8,4.1,7.256221067
12075,#N/A,40723,40306,#N/A,0.492620878,0.48888503,#N/A,0.876900032,0.871086191,#N/A,0.154433612,0.161241503,#N/A,0.796,0.414,#N/A,35294,36554,#N/A,0.191,0.219,#N/A,0.115,0.045,#N/A,28,25,#N/A,4.666666667,4.166666667,#N/A,11.45953556,10.33758415,#N/A,2.438822184,2.3357862,#N/A,11.3,11,12.55779661
12077,6989,8348,8242,0.591930176,0.608648778,0.611502063,0.789526399,0.79048874,0.775903907,0.286307054,0.245807379,0.245571463,0.404,0.756,0.488,28840,39583,36741,0.199,0.228,0.178,0.042,0.058,0.046,5,5,5,0.833333333,0.833333333,0.833333333,11.92349883,9.982430922,10.11081453,2.478511145,2.30082664,2.313605596,5,5,5,5.176070677
12079,18743,19252,18465,0.518273489,0.52269894,0.531600325,0.583044337,0.591678787,0.59176821,0.210265166,0.184240598,0.19767127,0.342,0.744,0.385,26533,36682,31816,0.231,0.224,0.319,0.041,0.107,0.045,5,5,5,0.833333333,0.833333333,0.833333333,4.446104323,4.328554609,4.513042693,1.49202828,1.465233678,1.506971581,5,5,5,7.120528145
12081,265704,323427,385450,0.48330473,0.483543427,0.483089895,0.895312077,0.871439305,0.862604748,0.176527263,0.15511692,0.157846673,0.319,0.865,0.306,38673,47935,53408,0.101,0.117,0.134,0.032,0.116,0.04,153,300,544,25.5,50,90.66666667,9.597145696,15.45943907,23.52228996,2.261465731,2.73821976,3.157948481,10.7,18,30.6,14.59439246
12083,260290,331340,353717,0.482653963,0.479845476,0.479943005,0.861516001,0.83863705,0.822683105,0.167513158,0.146725418,0.158021808,0.359,0.841,0.369,31944,40306,41964,0.131,0.139,0.176,0.041,0.128,0.05,109,141,176,18.16666667,23.5,29.33333333,6.979394778,7.092412628,8.292881974,1.942962205,1.959025569,2.115397553,7.4,8.3,10,13.53821174
12085,127101,146916,159792,0.491058292,0.494786136,0.494242515,0.928568619,0.910384165,0.903036447,0.155726548,0.130904735,0.138010664,0.283,0.885,0.26,43083,52734,55588,0.088,0.106,0.109,0.042,0.11,0.042,68,82,62,11.33333333,13.66666667,10.33333333,8.916793206,9.302367793,6.466740095,2.187936376,2.230268969,1.866672132,10.5,11.6,7.9,13.97545252
12086,2260242,2507065,2744878,0.483391159,0.484546671,0.485690074,0.759454076,0.775788422,0.786357354,0.233929818,0.210459641,0.211577709,0.223,0.765,0.282,35966,42969,46338,0.18,0.169,0.19,0.043,0.104,0.046,422,470,861,70.33333333,78.33333333,143.5,3.111761189,3.124503486,5.227919055,1.135188865,1.139275386,1.654013313,3,3.1,5.2,14.2960173
12087,79457,73220,76636,0.532552198,0.532518438,0.520708283,0.930238997,0.910325048,0.893013727,0.214354934,0.183884185,0.188344903,0.289,0.897,0.278,42283,54946,63030,0.102,0.103,0.127,0.029,0.068,0.033,44,47,41,7.333333333,7.833333333,6.833333333,9.229310612,10.698352,8.916610122,2.222384356,2.370089711,2.187915843,8.5,10.8,8.7,14.74026392
