fips	population_2000	population_2010	population_2017	tot_male_2000	tot_male_2010	tot_male_2017	tot_female_2000	tot_female_2010	tot_female_2017	wa_2000	wa_2010	wa_2017	ba_2000	ba_2010	ba_2017	ia_2000	ia_2010	ia_2017	aa_2000	aa_2010	aa_2017	h_2000	h_2010	h_2017	age_grp_4_2000	age_grp_4_2010	age_grp_4_2017	age_grp_5_2000	age_grp_5_2010	age_grp_5_2017	age_grp_6_2000	age_grp_6_2010	age_grp_6_2017	age_grp_7_2000	age_grp_7_2010	age_grp_7_2017	age_grp_8_2000	age_grp_8_2010	age_grp_8_2017	pct_hs_diploma_2000	pct_hs_diploma_2010	pct_hs_diploma_2017	pct_bachelors_2000	pct_bachelors_2010	pct_bachelors_2017	pov_pct_2000	pov_pct_2010	pov_pct_2017	median_hh_inc_2000	median_hh_inc_2010	median_hh_inc_2017	unemploy_rate_2000	unemploy_rate_2010	unemploy_rate_2017	deaths_2000	deaths_2010	deaths_2017	deaths_age_adj_2000	deaths_age_adj_2010	deaths_age_adj_2017	md_per_100k_2000	md_per_100k_2010	md_per_100k_2017
24003	491383	539277	571592	244575	266647	283298	246808	272630	288294	403362	418115	427357	67728	85449	99763	1525	2110	2455	11652	18837	23236	13091	33326	44375	32028	34633	34097	28114	35587	37021	31954	37212	40020	39877	35079	41346	45385	35670	39829	27.9	89.9	24.2	30.6	35.3	40.1	5.1	5.2	6.1	61768	81824	94502	3	6.4	3.6	237	352	791	7.5	10.9	23.2	8.038536131693608	10.878762985750676	23.06423696156233
24005	755917	806560	828603	358195	381066	392874	397722	425494	435729	567040	530889	509331	154235	213659	242222	1985	3232	3634	24788	41469	51580	13841	34154	44926	49733	56015	52596	45510	57955	51169	46518	54144	57985	54263	50066	56601	60492	49267	52520	27.6	88.3	26.6	30.6	34.3	37.8	6.5	7.8	9.1	50667	63348	71810	3.7	7.4	4.4	585	620	1369	12.7	13.0	28.1	12.898241473600939	12.811611452754082	27.53630709358603
24009	75191	88988	91365	37101	43837	45232	38090	45151	46133	63556	72974	74422	9968	12022	11984	212	350	404	676	1301	1644	1126	2458	3626	5598	6994	6484	3075	4920	5443	3532	4462	5075	5553	4379	5284	7507	5085	5637	34.4	91.4	30.7	22.5	28.5	30.1	4.4	4.8	5.7	65945	90621	100350	3	5.9	3.7	18	51	124	Unreliable	9.9	25.1	3.9898392094798583	9.551849687598327	22.61989456210438
24011	29853	33054	33108	14612	16108	16251	15241	16946	16857	24823	27232	26800	4504	4638	4709	150	253	279	161	204	392	795	1813	2413	2146	2299	2058	1575	1987	1810	1612	1974	2176	2048	1954	2048	2445	1986	1962	42	80.2	40.9	12.1	15.6	16.6	11.7	10.7	16.5	38832	55844	52469	3.6	9	4.4	0.0	19	57	0.0	Unreliable	31.5	0.0	9.580282769609326	28.693971245620396
24013	151612	167212	167620	74842	82556	82978	76770	84656	84642	145802	156519	154573	3512	5459	6212	329	355	423	1171	2492	3228	1480	4399	5971	10826	12679	11589	6771	9481	10162	7085	7925	9396	10769	7615	9714	14241	9924	9394	33.3	89.1	30.1	24.8	30.1	34.6	3.8	5.0	5.5	60021	80743	90510	3	6.4	3.5	93	89	232	9.9	9.8	24.8	10.223465161069045	8.870974172507555	23.06805074971165
24015	86468	101167	102573	42872	50349	50986	43596	50818	51587	81408	91182	90882	3450	6435	7292	292	367	431	607	1135	1459	1320	3441	4541	5856	7232	6674	4501	6067	5926	5231	5760	6752	6717	5855	6194	7422	6457	6097	37.9	86.0	36.9	16.4	20.1	23	7.2	7.9	9.4	50510	65079	70516	3.5	9.1	4.9	50	124	207	9.1	21.4	34.3	9.637476677306442	20.428268770119374	33.63458219999415
24017	121281	147156	159451	59259	71070	76922	62022	76086	82529	83896	75267	70576	31976	61132	75799	929	1046	1223	2239	4501	5380	2711	6355	9187	9022	11590	10997	6105	8826	10140	7298	8618	10351	10029	8648	10139	11809	10356	10251	33.4	90.2	32	20	25.4	28.5	5.5	5.4	6.9	62199	86141	93973	3	5.9	4.1	37	57	146	4.4	6.7	15.7	5.08461066998678	6.45573405093914	15.260696598537063
24019	30597	32688	32145	14476	15608	15299	16121	17080	16846	21407	22459	21508	8803	9177	9340	73	135	150	218	320	393	384	1147	1812	1953	1995	1720	1430	1838	1658	1538	1883	2101	1878	1698	1779	2294	1782	1632	42.1	81.0	38.3	12	15.3	20.1	13.8	13.3	15.4	34077	45095	50532	5.1	10.7	5.9	17	15	29	Unreliable	Unreliable	17.2	9.260167118780709	7.648066568771415	15.036034634728054
24021	196595	234204	250959	96738	115249	123658	99857	118955	127301	177464	197210	205234	12859	20830	25129	423	1064	1198	3380	9353	11758	4726	17296	24024	13610	16840	17135	9815	13333	15371	11460	13752	15043	15500	13915	16543	18915	15899	16358	30.1	91.1	24.6	30	34.9	40.5	4.5	4.8	7.2	60276	80970	88502	2.7	6.3	3.7	44	94	291	3.5	6.9	20.8	3.73017285960138	6.689324975946895	19.325865978107977
24023	29831	30141	29261	14698	14963	14423	15133	15178	14838	29575	29541	28538	128	296	289	11	45	54	62	79	111	132	223	351	2204	2243	1694	1517	1646	1594	1667	1484	1752	1917	1554	1476	2273	1780	1626	43.6	84.2	43.6	13.8	17.3	19.6	13.3	13.0	11.4	32238	43802	48174	5.2	7.8	5.3	0.0	10	18	0.0	Unreliable	Unreliable	0.0	5.5295665925704744	10.252554594853219
24025	219491	245235	251890	107564	119941	123198	111927	125294	128692	191916	201059	200717	20800	31691	35622	509	690	793	3381	6007	7637	4203	8696	11554	14831	17319	16276	10018	14059	14974	12148	14419	15324	16370	13945	16000	20259	15538	15685	28.2	90.8	27.1	27.3	30.3	35.2	4.9	5.4	7.5	57234	75872	83445	3.3	7.1	4	137	184	349	9.9	13.2	24.4	10.402856305421786	12.505012199183097	23.09209046276814
24027	249567	288628	319374	122606	141354	156269	126961	147274	163105	188041	183650	184093	36903	51561	62274	593	1230	1296	19598	42553	59527	7559	16928	22031	15444	20638	21657	11170	14841	18543	15879	17811	18319	20566	17823	20218	25065	19649	22975	16.2	94.3	14	52.9	57.2	61.2	3.9	4.0	5.2	74167	101003	115576	2.5	5.2	3.2	60	74	192	3.8	4.5	10.5	4.006940020114839	4.273089697927205	10.019600844151372
24029	19278	20212	19437	9237	9656	9284	10041	10556	10153	15664	16555	15807	3396	3094	2920	35	48	55	114	176	266	552	911	830	1413	1496	1381	1394	1647	1437	818	996	1085	992	861	986	1351	907	873	35.9	84.8	29.7	21.7	30.2	33.2	13.0	12.5	13.1	39869	48284	56638	3.9	7.6	4.6	0.0	15	21	0.0	Unreliable	19.4	0.0	12.368889768454384	18.006894068014613
24031	877781	976287	1048244	420852	468760	506760	456929	507527	541484	615268	624440	635695	140277	175781	206161	3235	6630	7636	102194	139578	161875	102049	167297	204840	51956	60755	63898	44241	53824	60531	57281	66539	63226	69116	66771	70917	78111	68196	74278	14.5	91.1	13.7	54.6	56.1	58.3	5.4	5.3	7.0	71551	92213	103178	2.6	5.3	3.4	120	166	408	2.1	2.8	6.6	2.2784726486447076	2.8338661343095493	6.48703927711487
24033	803649	865747	908801	384134	415432	437680	419515	450315	471121	242641	225840	243318	511834	571360	587946	3215	8887	10503	32236	37007	40872	57593	129907	167920	57908	67008	58735	59113	70745	62565	59441	64900	68991	66150	61663	64378	71602	60394	64198	27.3	86.1	25.9	27.2	29.9	31.9	7.7	7.4	9.3	55256	70753	78607	3.7	6.9	4.3	153	183	401	2.9	3.3	6.9	3.1730270304573263	3.5229691815276287	7.3540118610491545
24035	40772	47809	49667	20294	23743	24649	20478	24066	25018	36537	43070	44576	3667	3304	3235	91	195	230	248	494	590	432	1467	1943	2520	3185	3113	1519	2288	2628	1924	2178	2598	2789	2185	2551	3728	2834	2689	30.2	89.2	29.5	25.4	28.0	35.3	6.3	5.8	6.4	57037	78615	89241	3.1	6.7	3.8	12	25	49	Unreliable	9.6	20.3	4.9053271853232605	8.715234927872716	16.442842665485465
24037	86513	105762	112413	43645	52654	56124	42868	53108	56289	71048	84142	88249	12296	15251	16439	294	470	495	1596	2698	3238	1710	4058	5756	6489	7953	7726	5208	7309	7411	5413	7053	7917	6973	6473	7831	8167	6673	7276	35	88.3	29.8	22.6	26.7	30.4	7.2	7.6	8.2	54706	75427	86508	3.3	5.6	4.1	19	40	101	Unreliable	6.2	15.6	3.660336211513491	6.303461230561702	14.974543276430067
24039	24730	26464	25913	13207	14148	13938	11523	12316	11975	14017	14464	13964	10334	11261	10940	105	88	118	132	191	228	333	871	919	2033	2517	1992	2662	3369	3108	1654	1745	1894	1637	1540	1590	2040	1459	1482	36.8	82.0	42.1	11.6	14.4	14.4	20.1	18.1	22.5	29903	41615	39239	6.3	9.5	7	13	15	29	Unreliable	Unreliable	20.1	8.76128858336703	9.446795646916566	18.652156575206778
24041	33902	37874	37020	16179	18054	17534	17723	19820	19486	27985	31757	30888	5366	4948	4715	71	96	145	262	505	539	667	2096	2489	1897	2122	1838	1309	1764	1630	1496	1845	1855	1973	1640	1776	2502	1887	1725	30.7	88.8	25.7	27.8	33.2	37.4	8.3	6.2	10.0	43532	61591	65595	3.4	7.2	4.1	0.0	15	32	0.0	Unreliable	15.6	0.0	6.600834345461266	14.406627048442283
24043	132112	147734	150288	67483	75128	76470	64629	72606	73818	119206	127053	124793	10491	14607	17712	245	406	493	1081	2140	2855	1585	5212	7580	8235	9290	9157	7683	8914	8858	8680	9467	10024	10186	9176	9408	11356	9693	9416	38.9	82.8	36.7	14.6	18.3	21.5	9.5	9.7	12.8	40617	51962	58260	3.7	9.7	4.8	31	78	249	3.8	8.7	28.7	3.9108231399620523	8.799599279786642	27.613648461620357
24045	84883	98971	102363	40458	47212	48511	44425	51759	53852	62209	69450	68426	20237	24348	27571	195	295	382	1539	2560	3136	1835	4559	5319	6870	8895	9123	6866	9513	10021	4822	6336	6684	5477	5727	5591	6512	5564	5787	34.4	85.1	33.3	21.9	24.5	27.8	12.8	12.4	15.9	39035	51352	54493	4.2	8.3	5.9	27	58	109	5.3	10.5	19.5	5.301414888729192	9.767170854762169	17.747298014582093
24047	46762	51501	51577	22801	25067	25077	23961	26434	26500	38141	42893	42826	7982	7054	6840	92	161	202	308	582	725	592	1640	1783	2549	2807	2587	2054	2496	2479	2285	2417	2742	2864	2275	2564	3561	2499	2358	34.1	87.4	32	21.6	26.6	30.1	9.6	9.8	10.3	40650	52600	59458	6.2	10.9	8.8	29	32	69	11.0	11.9	27.0	10.336027828863893	10.355785971793429	22.29676018380286
24510	648557	621005	609841	302560	292526	286199	345997	328479	323642	209189	192924	192338	420252	398322	384768	2162	2729	2755	10344	14982	16725	11047	26104	32347	47739	43547	35384	49440	56225	42413	45351	57991	62330	46839	46404	54519	50528	37547	42047	28.2	76.9	29.7	19.1	24.9	30.4	22.9	20.1	22.4	30078	38738	46641	5.9	10.2	6.3	1307	952	1825	35.2	26.0	46.9	33.587384506424776	25.549982152585997	49.87638854499233
25001	223242	215893	213482	105689	102871	102144	117553	113022	111338	214214	203774	197487	4521	4676	6879	1251	1509	1669	1458	2416	3283	2990	4740	6523	11695	11965	10482	7843	9674	11002	8899	9188	9752	12639	8697	9139	16270	9774	9594	27.2	94.4	25	33.6	39.7	41.7	6.9	6.5	7.5	45933	60096	68048	3.4	8.4	4.7	103	140	314	8.7	12.8	32.6	7.689711912035669	10.80782301109037	24.514166690087848
25003	134809	131319	126485	64487	63241	61165	70322	68078	65320	129242	122900	116613	2803	3816	4315	190	320	394	1378	1661	2098	2275	4587	6026	9651	9457	7815	7479	8374	8584	6526	6735	6667	8074	6233	6633	10104	6830	6711	34.1	89.9	29.9	26	30.1	33.2	9.5	11.4	11.3	39047	49907	55190	2.9	7.7	4.4	25	38	150	3.2	5.3	22.8	3.090792652320444	4.822861378272248	19.765189548167765
25005	536019	549177	560571	257488	265993	271580	278531	283184	288991	506512	502363	499991	14998	22873	30157	1566	3358	3463	7212	10723	13483	19446	33312	45030	35678	38808	35727	31869	36823	36914	33663	32517	36618	40671	32297	35027	44857	35730	34425	29.6	79.5	29.8	19.9	24.0	27.3	10.0	10.7	12.2	43496	55789	62514	3.7	10.7	4.8	394	464	979	12.0	14.3	30.7	12.250809517324324	14.081677370562375	29.10722578703976
25007	15078	16572	17321	7374	8204	8510	7704	8368	8811	14201	15185	15627	404	542	760	250	198	211	83	135	184	157	393	616	873	834	807	572	736	849	729	943	885	1028	918	953	1339	1017	999	23.2	92.0	22	38.4	40.1	46.3	7.3	8.0	8.4	45559	62472	67535	2.7	6.4	4.9	0.0	0.0	17	0.0	0.0	Unreliable	0.0	0.0	16.357793045051288
25009	725433	745479	785160	347474	357742	378547	377959	387737	406613	665591	658051	672096	28441	41263	54064	2299	5960	6771	17936	24589	30142	81853	124125	165242	45610	52259	51774	37733	45754	51863	41260	42897	48562	52995	41591	47954	62706	45764	47603	28.1	88.0	25.4	31.3	35.7	38.8	8.9	10.0	10.9	51576	64280	73533	2.7	8.7	3.8	365	418	1116	8.4	9.7	25.6	8.385796253180285	9.34522188642023	23.68943909521626
25011	71524	71366	70787	34619	34811	34477	36905	36555	36310	68978	67865	66531	735	881	1128	208	249	340	799	940	1218	1416	2279	2857	4875	4291	3616	3944	4271	3753	3918	4003	4153	4457	3687	4220	5540	4095	4235	31.2	90.8	27.9	29.1	32.0	36.8	9.4	12.1	10.9	40768	52185	57307	2.5	7.6	3.4	19	26	67	Unreliable	5.8	16.9	4.427418302481218	6.071985726162785	15.775024604329419
25013	456487	464256	468268	218671	223060	226335	237816	241196	241933	399419	391610	388545	42571	48494	50517	1472	3374	3627	5853	9718	12379	70319	97431	118159	33657	36960	33071	28548	33778	34842	26654	28316	32279	30821	26141	29556	35674	26984	27486	32.6	83.2	30.2	20.5	23.6	26.5	14.7	16.6	17.2	39718	47617	52205	3.3	9.3	5.1	207	264	505	7.8	10.0	18.8	7.557717963490746	9.477529638819963	17.97403765934607
25015	152462	159320	161238	71069	74522	75289	81393	84798	85949	141512	143155	142330	3412	4485	5358	316	437	460	5353	7625	9187	5208	7624	9153	16265	17710	17932	18877	22694	24544	8444	8641	8863	9476	7669	8163	10964	7928	7961	25.8	91.7	24.5	37.9	40.5	45.6	9.4	11.5	13.8	46098	57293	64974	2.2	6.4	3.5	38	66	137	4.0	7.5	16.6	4.154040569672005	6.904343459703741	14.161260579598688
25017	1469035	1507693	1604994	711457	733466	784764	757578	774227	820230	1299010	1252915	1268992	55923	77001	93466	2609	3668	4126	95595	145092	199080	67013	99552	129142	87379	99362	103303	95352	101420	113344	111681	114514	124289	123966	105355	123267	130653	101668	109765	23.4	91.3	20.1	43.6	48.4	54.1	6.5	7.4	8.2	60821	77004	92878	2.2	6.9	3.1	544	674	1482	6.0	7.2	15.2	6.171852043461637	7.450676850879677	15.38946563040111
25019	9608	10167	11270	4924	5202	5738	4684	4965	5532	8683	9166	9643	841	715	1184	0	7	42	68	128	185	215	966	1641	417	459	519	580	473	582	854	738	740	1026	837	879	1072	835	865	27.8	93.5	22.3	38.4	41.4	45.1	7.5	7.3	11.2	55522	80020	91942	1.5	6.7	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25021	651248	673039	701317	311028	322162	337097	340220	350877	364220	585712	560693	552956	22481	41023	52398	837	1298	1452	37003	59354	80093	11889	22370	31858	36604	43521	45398	32690	38941	43897	41467	40704	43586	50204	38850	45600	57496	42993	44331	24.2	93.0	20	42.9	46.9	52.5	4.6	6.0	6.5	63432	80127	95668	2.3	7.3	3.4	231	360	751	5.8	9.1	18.6	5.911726408372847	8.914787998912397	17.847373821918858
25023	474442	495930	514969	231214	241146	250263	243228	254784	264706	433867	434709	438029	29791	44816	56860	1114	1561	1647	4808	6489	7743	11565	15713	20163	31578	34658	34361	23171	27389	31438	25337	24423	27646	35351	25034	28270	41683	30632	29249	30.7	91.3	28.3	27.8	31.4	35.7	6.6	6.6	8.0	55615	72904	82081	2.7	8.5	4	177	302	749	6.2	10.8	27.8	6.217830630509104	10.14928182068706	24.240941364108004
25025	690047	725819	801455	332915	349538	387851	357132	376281	413604	447304	459709	493505	177376	179472	199381	3401	5411	5876	50633	61842	73244	107397	145006	184595	48939	56300	54510	77276	95356	77131	75844	84819	104557	65683	62434	82612	55321	48687	57347	25.7	83.2	23.2	32.5	39.6	43.6	19.0	18.5	19.6	39355	51896	61242	3	7.7	3.4	456	523	949	11.0	12.7	20.4	11.013742542174663	12.009422000067051	19.734940410461807
25027	752642	800401	825929	367327	394224	407300	385315	406177	418629	699026	712190	712560	23245	37907	47899	2092	2670	3197	20461	33015	43296	50959	75981	94721	50798	59823	56624	43024	53059	56680	45680	46648	53466	56704	46357	52893	65908	52488	50019	30.2	88.1	28.6	26.9	32.2	35.3	9.2	9.3	11.1	47874	63720	69313	2.7	8.9	3.9	338	448	949	7.2	9.3	20.1	7.484744849919794	9.328657343839735	19.15015293889265
26001	11706	10877	10323	5923	5524	5210	5783	5353	5113	11526	10682	10040	22	13	46	71	70	76	21	26	35	82	125	153	641	558	393	330	309	367	371	319	360	542	324	333	736	403	387	41.9	84.3	39.1	10.9	12.2	15.2	12.6	14.9	14.9	31362	35014	39424	7	18.8	7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26003	9840	9579	9137	5297	5213	5049	4543	4366	4088	8703	8279	7741	607	612	663	326	395	397	37	36	41	101	116	135	641	469	443	483	477	484	579	516	516	633	539	515	767	532	532	42.3	86.1	43.7	14.7	17.4	17.8	10.3	13.7	13.0	35892	41234	42647	5.5	13.7	8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26005	106109	111528	116433	52973	55574	58088	53136	55954	58345	102461	106902	110688	1464	1431	1704	603	723	863	616	706	992	6126	7512	8575	8068	7990	7674	5752	5876	6585	6112	6038	6924	7457	6205	6818	8951	6914	7069	39.1	87.4	38	15.8	19.7	22.3	7.3	10.7	10.8	45813	51833	58487	2.9	12.9	3.7	22	51	56	3.5	7.7	8.3	3.4555661316822004	7.621404490352198	8.016055013040404
26007	31292	29517	28438	15209	14498	14007	16083	15019	14431	30827	28825	27594	84	82	127	122	160	180	108	157	173	184	302	384	2361	1933	1602	1523	1455	1456	1447	1438	1520	1733	1476	1389	2359	1534	1577	35.7	87.1	33.9	13.2	15.3	17.3	10.5	15.4	15.0	34177	36261	40954	5.7	13.8	5.7	0.0	18	16	0.0	Unreliable	Unreliable	0.0	10.163634515702816	9.377124504770611
26009	23268	23488	23269	11621	11634	11586	11647	11854	11683	22699	22813	22512	53	49	82	250	247	257	28	48	64	295	411	546	1509	1418	1245	986	908	1150	1077	997	1053	1298	1033	1022	1675	1102	1126	37.1	88.5	33.1	19.4	22.6	26.9	9.0	14.4	12.6	38107	43167	50988	4.7	15.2	6.5	0.0	16	12	0.0	Unreliable	Unreliable	0.0	11.353315168029063	8.595126563238644
26011	17299	15847	15033	8878	8028	7567	8421	7819	7466	16609	15399	14507	328	34	64	162	184	185	48	30	46	236	234	304	1229	1051	794	914	735	722	855	747	765	1018	790	705	1358	780	770	42.2	80.1	42.9	9.1	11.0	11.6	13.9	17.5	18.5	32805	36299	39947	5.9	16.6	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26013	8741	8861	8438	4600	4863	4662	4141	3998	3776	6954	6655	6197	464	637	657	1033	1159	1192	27	13	20	82	86	136	540	538	489	465	448	496	565	533	512	626	549	492	663	572	512	39	81.6	43.2	10.9	12.0	15.5	11.1	12.3	14.4	33673	40849	42757	6.7	24.2	7.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26015	56908	59094	60629	28417	29685	30541	28491	29409	30088	55821	57627	58785	144	231	366	266	291	310	155	223	296	835	1325	1845	4193	4239	3890	2817	2937	3397	3117	2986	3393	3756	3175	3342	4680	3470	3484	39.3	89.7	37.5	14.7	16.7	19.5	5.5	8.5	9.3	46820	53848	57312	3.4	10.4	3.9	13	22	34	Unreliable	6.4	9.0	3.8073147302078203	6.204803646168251	9.346462363995228
26017	110122	107681	104189	53512	52697	51167	56610	54984	53022	106199	102673	98696	1438	1756	1875	642	612	655	544	605	635	4351	5122	5595	7686	7097	6046	6287	6343	5940	6273	6264	6769	7120	6063	5958	8231	6139	6067	37	87.3	34.9	14.2	17.7	19	9.7	11.6	16.3	38646	44844	45983	4.2	11.9	5.5	2.0	52	63	2.0	8.9	10.9	0.3026945872153914	8.048464136353363	10.077839311251667
26019	16112	17507	17604	7974	8685	8728	8138	8822	8876	15643	16926	16861	46	74	117	256	258	289	28	48	75	234	308	457	952	1013	943	698	675	780	767	783	862	1047	841	894	1240	953	894	36.4	88.6	32.2	20	23.4	28.6	7.0	11.0	10.0	37350	44445	53185	4.6	13.8	6.5	0.0	0.0	12	0.0	0.0	Unreliable	0.0	0.0	11.361054305839582
26021	162611	156742	154362	78851	76372	75558	83760	80370	78804	131611	125505	122880	26278	24280	23257	723	933	973	1911	2545	3228	4887	7103	8554	11734	10916	9627	9186	9039	9022	9268	8747	9250	10318	8504	8703	12265	9076	9015	31.9	86.5	29.5	19.6	23.4	26.7	12.7	16.7	17.2	38567	42481	47132	3.9	12.7	4.8	11	26	83	Unreliable	2.8	10.4	1.1274350033720555	2.764628072458775	8.961618360304566
26023	45870	45180	43423	23202	23811	22395	22668	21369	21028	43791	42739	41140	1239	1397	953	235	215	221	206	215	288	1371	1799	2068	3340	2987	2707	2646	2519	2391	2906	2798	2573	3167	2618	2570	3739	2853	2663	40.8	86.6	41.1	10.6	14.6	14	9.3	15.7	15.9	38760	44086	48192	3.9	14.1	4.5	0.0	11	17	0.0	Unreliable	Unreliable	0.0	4.05784270326103	6.524959890687731
26025	138093	135952	134358	67148	66411	65702	70945	69541	68656	118005	113740	109789	15249	15001	15042	879	973	1031	1576	2242	3842	4361	6183	7076	10145	10109	8991	8505	8489	8626	8499	7817	8620	9237	7889	7697	10400	8133	8251	35.6	86.5	36.1	16	18.8	21	11.3	16.2	17.4	38918	42003	46213	4.2	11.8	4.9	19	28	160	Unreliable	3.4	21.4	2.2931406129685548	3.4325840492722923	19.847472176324942
26027	51160	52245	51453	25568	26091	25787	25592	26154	25666	46371	47073	46059	3185	2876	2733	430	526	640	317	355	430	1226	1587	2001	3694	3632	3287	2464	2531	2756	2664	2498	2686	3223	2614	2541	3954	3073	2836	37.6	85.2	34.4	12.1	16.1	18.1	9.9	13.9	13.6	41264	45263	50699	3.2	11.4	4.5	1.0	23	26	1.0	8.1	10.0	0.325775345321866	7.337225252815262	8.421925511308054
26029	26155	25936	26219	12938	12782	12948	13217	13154	13271	25339	24898	24999	51	78	133	417	392	433	61	107	147	277	379	524	1754	1578	1481	1142	1124	1331	1278	1202	1268	1692	1239	1305	1980	1294	1326	35.1	90.2	30.3	19.8	23.3	30.3	8.0	11.1	11.6	39788	48641	51567	4.6	14.8	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26031	26567	26062	25398	13175	12974	12654	13392	13088	12744	25330	24413	23689	71	138	169	674	789	732	52	74	108	199	208	366	1728	1614	1320	1117	1079	1208	1323	1108	1196	1634	1174	1175	1803	1391	1185	40.6	86.7	39.5	13.9	17.9	19.5	12.2	15.8	16.8	33417	38189	42876	8.3	13.8	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26033	38565	38611	37714	21496	21273	20871	17069	17338	16843	29648	27940	26710	2235	2554	2595	5044	6078	6097	187	251	346	608	497	719	2826	2511	2344	3364	3127	3423	2700	2555	2520	2956	2478	2442	3317	2595	2413	35.9	88.5	36.9	15	17.5	20.7	12.8	16.5	17.1	34464	40088	44030	6.5	12.7	7.6	0.0	22	16	0.0	9.4	Unreliable	0.0	9.496430205554548	7.070760637075534
26035	31377	31004	30597	15473	15489	15287	15904	15515	15310	30711	30136	29526	108	150	216	226	208	263	84	90	96	338	470	607	2147	1994	1677	1451	1697	1486	1564	1500	1695	1839	1443	1486	2109	1610	1501	40.4	82.3	38.9	8.8	10.1	12.1	16.0	19.3	23.6	28845	34957	35913	5.5	16.6	6.9	0.0	0.0	21	0.0	0.0	12.4	0.0	0.0	11.439029970258522
26037	64967	75406	78549	32308	37111	38902	32659	38295	39647	63326	71069	73744	423	1558	1541	287	355	411	335	1137	1262	1704	2960	3539	4920	5536	5053	3088	6024	4875	3215	4003	4872	4472	4108	4656	5469	4354	4956	32.9	92.7	27.4	21.2	27.0	31.5	4.6	7.4	10.1	52806	59529	64903	2.7	9.4	3.6	1.0	16	23	1.0	Unreliable	5.5	0.2565405000487427	3.5364117797876387	4.880180948622304
26039	14345	14054	13917	7318	7049	7029	7027	7005	6888	13908	13718	13409	222	54	120	88	77	102	40	56	101	139	181	278	1021	867	745	572	573	635	673	635	627	853	564	644	1084	638	695	37.6	83.5	35.4	12.9	14.1	17.6	12.7	17.1	16.4	33364	37584	42666	4.7	13.5	6.9	0.0	14	12	0.0	Unreliable	Unreliable	0.0	16.602627958825483	14.370913271538408
26041	38563	37049	35896	18963	18360	17825	19600	18689	18071	37081	35164	33750	38	80	132	834	879	952	126	154	168	180	327	467	2941	2319	2115	1949	1776	1677	1841	1787	1786	2142	1880	1710	2796	1930	1970	35.8	90.1	33.7	17.1	18.1	20.7	9.5	12.0	14.4	35511	42020	44639	5.4	12.3	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26043	27480	26158	25428	13530	12879	12681	13950	13279	12747	27015	25494	24498	35	94	131	146	155	245	118	115	156	186	279	383	1958	1757	1443	1111	1167	1321	1267	1289	1253	1675	1218	1411	2132	1341	1405	44.4	91.3	35.6	16.7	17.1	25.5	9.1	10.7	15.2	34825	41288	45681	4.2	11.6	4.7	0.0	0.0	10	0.0	0.0	Unreliable	0.0	0.0	6.554454407215143
26045	103907	107754	109477	50505	52619	53684	53402	55135	55793	95384	96016	95813	5595	6999	7673	467	510	560	1199	1874	2629	3335	5137	5902	8058	7751	7024	6411	6719	6974	6146	6424	7312	6888	6149	6827	7986	6153	6672	30.4	91.8	28.6	21.7	23.8	26.1	5.8	8.6	10.9	49588	54858	59244	2.9	10.4	4.1	11	41	87	Unreliable	6.2	14.4	1.7643982920624532	6.341605261366941	13.244791143345177
26047	31538	32649	33127	15508	16080	16384	16030	16569	16743	29930	30404	30623	152	172	246	974	1209	1286	141	175	196	282	424	558	2184	2212	2010	1521	1670	1855	1779	1676	1870	1939	1678	1834	2381	1866	1795	31.3	92.0	24.9	26.2	28.4	32.9	7.4	8.7	10.7	40222	48773	51475	5.6	14.3	6.5	12	0.0	0.0	Unreliable	0.0	0.0	6.341556217895872	0.0	0.0
26049	436953	424951	407673	210096	204894	196592	226857	220057	211081	332985	319810	307325	89767	88594	82814	2484	2398	2319	3616	4003	4228	10281	12973	13966	31326	31671	26604	27009	25936	25744	28607	24643	26620	30527	25404	22442	33698	26638	24050	33.4	87.5	31.7	16.2	18.8	20.4	13.1	17.3	20.0	41951	44376	45231	4.5	14.9	5.6	49	311	424	1.9	12.1	18.3	1.8690034549863865	12.197484729611965	17.33415425271398
26051	26126	25731	25237	12971	12865	12725	13155	12866	12512	25641	25243	24578	40	61	132	154	129	149	64	77	103	264	317	422	1680	1562	1400	1139	1176	1130	1176	1052	1235	1532	1150	1088	1707	1251	1189	41.6	83.3	40.4	9.2	10.3	13.6	13.8	19.5	20.2	32019	37289	40871	5.4	16.5	6.5	0.0	0.0	26	0.0	0.0	20.0	0.0	0.0	17.170556458110447
