fips	population_2000	population_2010	population_2017	tot_male_2000	tot_male_2010	tot_male_2017	tot_female_2000	tot_female_2010	tot_female_2017	wa_2000	wa_2010	wa_2017	ba_2000	ba_2010	ba_2017	ia_2000	ia_2010	ia_2017	aa_2000	aa_2010	aa_2017	h_2000	h_2010	h_2017	age_grp_4_2000	age_grp_4_2010	age_grp_4_2017	age_grp_5_2000	age_grp_5_2010	age_grp_5_2017	age_grp_6_2000	age_grp_6_2010	age_grp_6_2017	age_grp_7_2000	age_grp_7_2010	age_grp_7_2017	age_grp_8_2000	age_grp_8_2010	age_grp_8_2017	pct_hs_diploma_2000	pct_hs_diploma_2010	pct_hs_diploma_2017	pct_bachelors_2000	pct_bachelors_2010	pct_bachelors_2017	pov_pct_2000	pov_pct_2010	pov_pct_2017	median_hh_inc_2000	median_hh_inc_2010	median_hh_inc_2017	unemploy_rate_2000	unemploy_rate_2010	unemploy_rate_2017	deaths_2000	deaths_2010	deaths_2017	deaths_age_adj_2000	deaths_age_adj_2010	deaths_age_adj_2017	md_per_100k_2000	md_per_100k_2010	md_per_100k_2017
20063	3067	2692	2630	1494	1348	1343	1573	1344	1287	3047	2651	2554	0	12	14	2	2	4	2	11	24	37	42	75	234	157	147	87	103	118	110	144	116	125	123	160	202	106	138	35.2	89.2	35	18.4	16.6	23.1	10.3	7.5	9.0	33510	38701	50817	2.2	3	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20065	2922	2602	2505	1424	1269	1231	1498	1333	1274	2805	2395	2271	96	100	89	6	20	20	8	9	49	22	65	81	218	132	116	100	102	94	90	127	120	126	125	124	233	95	142	34.1	92.6	33.9	17.4	22.4	27.4	11.5	11.2	12.3	31286	40677	43427	2.8	4.4	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20067	7885	7825	7518	3965	3997	3787	3920	3828	3731	7712	7502	7077	24	63	71	83	138	205	47	30	37	2746	3454	3581	706	568	652	450	451	483	538	508	423	505	549	426	628	479	443	28	79.2	30.4	15.2	16.0	16.2	10.1	10.7	10.0	39854	55951	57474	2.8	3.9	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20069	5922	6026	5996	2963	2963	3021	2959	3063	2975	5850	5904	5776	12	33	91	28	34	36	0	13	27	585	866	980	513	480	448	333	311	363	377	377	294	386	364	354	428	369	349	25.8	73.0	22.7	16.3	15.9	21	9.1	11.3	8.5	40000	48654	61220	2.6	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20071	1542	1258	1233	765	602	583	777	656	650	1518	1231	1201	2	7	7	8	8	10	6	4	5	178	181	242	116	79	70	68	48	49	62	73	70	67	68	85	146	55	78	29.3	92.8	34.8	17.4	22.0	30.3	11.6	3.8	11.5	34605	47156	47045	3.3	3.8	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20073	7668	6680	6094	3739	3290	3042	3929	3390	3052	7481	6429	5805	14	22	33	70	79	83	8	18	23	136	216	235	558	372	341	319	277	273	343	312	244	344	314	290	524	333	312	38.6	89.8	35.9	14.5	12.8	18.9	12.5	13.4	12.4	30169	36424	41648	4.7	6.6	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20075	2665	2707	2620	1323	1374	1347	1342	1333	1273	2604	2602	2453	15	9	61	13	53	53	15	6	7	559	838	920	209	179	194	124	158	143	157	213	174	135	182	169	191	148	170	30.3	78.6	38.3	17.4	15.6	17.8	15.7	12.7	9.3	32033	34478	48160	2.7	3.9	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20077	6503	6007	5583	3148	2984	2798	3355	3023	2785	6370	5812	5342	17	24	30	50	72	77	14	10	26	71	291	339	470	372	336	281	274	258	241	307	288	309	317	299	401	299	300	39.1	86.4	39.5	14	15.2	17.5	11.6	10.6	16.8	29776	38529	48059	3.6	5.1	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20079	32880	34741	34413	15983	16972	16973	16897	17769	17440	31548	32868	32205	550	585	674	191	297	326	179	257	344	2642	3769	4124	2636	2533	2586	1965	1987	2280	1747	2071	1837	1949	2030	1974	2374	1808	2074	30.1	90.2	26.3	23	24.6	30	6.4	8.2	11.2	40907	47344	55687	3.5	7	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20081	4313	4273	4031	2190	2139	2038	2123	2134	1993	4230	4126	3857	8	14	24	27	56	53	27	16	33	1016	1163	1242	373	381	297	270	202	271	299	234	201	242	275	233	312	269	242	25.4	75.9	18.5	17.5	15.6	17.6	11.6	14.3	13.3	38634	52649	53780	2.3	3.3	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20083	2087	1920	1849	1029	958	919	1058	962	930	2055	1866	1748	19	22	22	3	3	11	0	9	42	57	120	140	184	133	112	52	57	91	88	96	79	89	75	103	169	91	90	30.7	91.1	25.7	19.7	22.6	24.4	11.5	8.4	8.4	35994	41078	55345	3.3	4	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20085	12679	13462	13321	6247	6741	6639	6432	6721	6682	11502	11841	11533	70	83	111	862	1089	1129	25	48	74	185	449	592	986	926	898	548	601	731	636	673	669	793	697	717	950	763	729	45.9	91.1	40.6	15.4	17.7	19.9	8.8	10.0	9.9	40451	51650	53592	4.1	7	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20087	18465	19138	18990	9356	9702	9649	9109	9436	9341	17971	18505	18223	73	106	126	167	174	180	19	39	54	238	344	533	1494	1320	1220	789	806	936	823	934	907	1165	948	1071	1545	1077	1078	42.5	90.8	39.3	17.9	20.8	21.2	6.7	6.9	8.3	45535	56593	58935	3.8	7.6	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20089	3763	3063	2855	1865	1567	1469	1898	1496	1386	3733	3005	2786	0	5	7	10	20	19	3	6	13	27	63	68	255	155	133	97	114	128	134	122	126	152	111	135	249	114	105	39.5	91.6	43.3	13.8	19.0	15.9	11.6	10.9	14.2	30538	37500	43125	2.6	4.2	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20091	454514	545665	591284	222103	266462	290049	232411	279203	301235	421815	483327	514636	12205	24596	29108	1563	2346	2349	13327	23353	30064	18330	39079	45049	30015	34926	38212	24680	27561	33871	32500	40037	38669	35675	39266	42130	40316	38708	43393	17.5	95.3	14.5	47.7	50.5	54.6	3.4	5.2	5.6	61455	73487	81121	2.8	6.5	3	96	164	211	3.2	5.0	6.1	3.5202436008571794	5.009178403110577	5.947508585834669
20093	4515	4002	3940	2304	2037	1983	2211	1965	1957	4403	3847	3705	25	24	38	46	51	75	19	22	27	1204	1146	1252	378	341	268	246	212	249	234	233	272	293	220	257	354	240	238	27.7	72.7	27.4	15	11.8	13.4	11.7	16.3	13.2	40149	40965	51439	2.7	4.4	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20095	8677	7857	7313	4261	3903	3671	4416	3954	3642	8502	7665	7047	18	14	27	53	51	64	20	37	42	122	203	253	659	534	497	313	354	336	366	393	340	433	347	395	616	362	389	33.7	89.2	31.8	17.8	20.5	23.3	10.6	11.8	7.6	37790	44032	57593	3.5	5.6	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20097	3255	2569	2501	1597	1261	1219	1658	1308	1282	3210	2483	2370	7	17	29	22	24	22	9	19	35	68	104	171	244	246	190	175	163	181	138	128	130	147	130	121	195	135	124	30	89.1	26.8	18.9	23.4	27.6	10.8	7.7	8.7	31576	38750	48226	2.7	3.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20099	22750	21534	20152	11121	10676	9979	11629	10858	10173	20657	19112	17942	1098	1015	830	438	480	463	75	80	99	691	882	919	1785	1548	1210	1274	1290	1093	1200	1189	1233	1319	1132	1145	1687	1147	1114	31.9	87.3	32.2	15.9	17.2	17.6	12.7	16.1	17.8	30875	37674	45706	4.8	8.6	4.5	0.0	0.0	15	0.0	0.0	Unreliable	0.0	0.0	12.405716554188169
20101	2144	1736	1546	1071	846	776	1073	890	770	2123	1672	1454	0	8	20	1	21	21	0	4	4	32	75	112	167	107	92	75	58	76	74	86	82	131	84	79	149	85	58	34.1	87.4	31	18.5	20.0	23.9	8.2	17.2	10.7	36047	40265	51765	2.8	3.3	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20103	68911	76510	81032	36641	40672	43207	32270	35838	37825	58975	65186	68664	7317	7329	7708	533	630	711	751	985	1200	2630	4375	5598	4925	4940	4877	3911	4162	4870	4341	4811	5112	5117	5509	6027	6978	5987	6270	33.9	91.2	28.5	23.1	27.3	31	6.7	7.8	9.0	48114	59515	70022	3.9	8	3.9	14	33	40	Unreliable	7.1	7.9	3.386009974217953	7.188602797019997	8.227202422088393
20105	3574	3244	3051	1753	1615	1528	1821	1629	1523	3532	3188	2953	5	10	25	17	17	24	4	6	14	36	72	104	251	194	198	126	97	128	131	161	120	172	148	121	217	149	187	35.6	90.5	33	17.4	17.0	19.9	9.7	9.9	8.4	30893	40123	48693	2.7	5.5	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20107	9602	9627	9696	4809	4836	4890	4793	4791	4806	9387	9347	9334	65	43	73	46	65	71	15	29	37	88	185	273	672	590	626	425	389	423	444	438	459	486	491	505	682	536	534	39.5	86.6	39.9	12.7	13.8	14.1	11.0	9.0	17.4	35906	44363	46576	4.7	11.2	5.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20109	3047	2774	2834	1474	1372	1415	1573	1402	1419	2999	2693	2712	17	21	29	1	15	16	1	11	24	48	84	176	228	178	181	138	105	157	150	163	178	133	144	143	213	158	160	38.7	88.4	30.2	17.5	14.2	19.1	7.3	15.3	8.9	32131	35121	49926	3.4	3.3	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20111	35962	33649	33344	17762	16452	16242	18200	17197	17102	33718	30751	30039	856	897	867	209	401	461	760	813	927	6051	6754	7101	3401	2762	2605	4147	4119	4477	2460	2419	2252	2136	1880	1956	2525	1793	1787	31.9	82.3	32.2	23	24.6	27.1	14.5	22.5	18.6	32819	35949	42992	3.1	6.1	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20113	29585	29126	28673	14486	14312	14101	15099	14814	14572	28838	28035	27334	245	308	351	97	146	183	105	153	244	571	1025	1183	2592	1960	1919	1985	1752	1766	1450	1670	1655	1525	1564	1733	2068	1536	1687	32.1	88.1	28.3	22.2	24.3	28.6	6.6	8.6	7.6	41138	50501	56946	2.9	4.9	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20115	13375	12670	11972	6518	6379	5921	6857	6291	6051	13102	12271	11470	69	109	128	76	73	95	26	26	47	261	301	453	1025	963	836	665	762	810	534	544	540	661	562	579	910	569	609	38.6	88.9	32.9	17.9	18.9	23.9	8.3	11.0	10.7	34500	42706	50212	3	5.5	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20117	10937	10111	9698	5380	5008	4839	5557	5103	4859	10783	9912	9381	25	27	45	40	32	54	23	24	41	83	204	249	869	573	597	478	422	449	394	562	446	506	535	537	806	480	561	45.7	90.1	42.1	13.2	13.2	18.6	9.2	8.8	8.9	32089	42328	50420	3.5	5.6	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20119	4638	4596	4260	2292	2335	2137	2346	2261	2123	4550	4447	4065	20	31	52	30	42	49	10	19	31	506	680	756	321	365	305	215	198	286	261	220	212	307	257	243	302	247	195	28.5	85.3	29.7	19.6	19.4	20.7	9.3	12.5	12.2	36761	45292	54167	2.6	3.8	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20121	28497	32882	33413	14098	16238	16605	14399	16644	16808	27518	31565	31898	449	436	477	155	207	253	46	114	159	451	837	1096	2217	2306	2313	1333	1405	1692	1463	1668	1636	1920	1898	1829	2484	2051	2097	36.7	92.8	32.4	19.4	23.1	25.9	5.5	7.3	7.7	46665	59888	63501	3.2	8.2	3.8	0.0	13	21	0.0	Unreliable	10.9	0.0	6.589218011880867	10.474964834046629
20123	6914	6336	6191	3411	3196	3138	3503	3140	3053	6793	6229	6012	39	14	14	33	26	31	21	20	53	61	77	151	687	463	448	285	291	353	270	359	280	316	274	315	464	304	331	36.2	92.2	32.4	16.9	21.8	24.1	9.5	9.2	14.8	33385	43537	44591	2.7	4.6	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20125	36196	35353	32388	17443	17345	16045	18753	18008	16343	31595	30183	27529	2210	2066	1728	1137	1229	1139	175	213	304	1106	1843	2112	2899	2652	2286	1970	2165	1796	1855	2113	1847	2034	1957	1885	2439	1868	1820	30.2	87.0	28.6	16	18.4	18.7	12.6	15.6	17.5	30997	37927	43977	5.1	9.8	5.3	10	15	16	Unreliable	Unreliable	Unreliable	4.604560356577154	7.071535654682771	8.233502120126795
20127	6113	5918	5466	3012	2957	2723	3101	2961	2743	6030	5762	5236	21	26	41	20	29	36	17	13	32	136	220	279	438	356	303	199	249	244	245	276	271	314	270	276	436	262	314	40.8	89.3	36.4	16	17.5	18.1	9.0	11.4	9.8	32163	39020	50338	3.5	7	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20129	3485	3240	2744	1699	1576	1358	1786	1664	1386	3392	3059	2547	6	16	36	41	40	52	39	70	50	492	624	672	281	246	195	174	148	143	195	177	105	199	159	144	247	213	167	34.5	87.0	36.8	17.6	18.1	13.1	10.5	8.1	8.0	37232	41011	43813	2.7	4.2	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20131	10692	10161	10098	5269	5127	5120	5423	5034	4978	10567	9928	9769	53	55	75	25	57	71	12	16	34	76	117	208	821	691	706	407	362	558	443	547	516	565	501	541	782	524	542	46.2	86.7	41.5	14.6	17.5	23.7	9.1	8.1	10.8	34296	46265	53368	2.8	4.1	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20133	16946	16474	16028	8184	8126	7979	8762	8348	8049	16324	15694	15149	157	201	210	168	200	227	53	89	107	489	692	822	1421	1230	1114	941	916	932	843	891	833	961	902	911	1194	895	856	35.1	84.9	31.2	15	15.9	19.4	13.0	15.4	21.4	32167	36226	44402	4.3	8.4	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20135	3442	3104	2878	1708	1555	1415	1734	1549	1463	3427	3031	2769	2	19	24	1	24	37	2	4	7	51	239	284	249	172	187	92	101	149	136	171	94	137	114	138	274	150	145	36.5	88.4	34.6	17.9	19.3	19	8.7	9.7	8.9	32340	42500	48412	2.4	3.9	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20137	5954	5665	5436	3275	3166	3039	2679	2499	2397	5648	5394	5111	243	165	176	27	13	22	28	32	40	139	248	283	383	334	283	351	298	341	340	385	373	365	340	331	492	350	328	37.6	88.6	36.9	15.4	17.2	16.1	10.5	8.3	11.6	31050	34840	50673	3	4.4	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20139	16767	16275	15830	8214	8092	7941	8553	8183	7889	16426	15843	15186	36	47	115	109	111	115	19	38	81	257	338	520	1209	1113	1010	718	706	816	820	755	781	894	853	800	1359	918	886	42.3	91.1	37.6	14.3	19.1	20.7	8.4	11.2	12.8	37928	47500	54186	4.4	7.8	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20141	4433	3850	3556	2183	1914	1796	2250	1936	1760	4405	3771	3430	1	7	11	10	19	28	9	18	44	17	45	82	312	252	194	145	143	179	153	192	200	180	166	200	313	154	185	40.3	88.8	36.7	15.5	14.7	22.3	10.4	13.6	15.5	29145	33521	42173	2.6	4.4	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20143	6195	6096	5834	3092	3152	3014	3103	2944	2820	6086	5940	5610	35	50	65	25	30	37	9	9	17	79	124	165	491	428	408	214	205	317	308	274	234	320	349	322	508	375	329	37.9	89.8	36.5	16.3	19.2	22.2	8.6	8.2	9.7	38009	47350	51797	3	5.6	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20145	7219	6980	6670	3821	3865	3722	3398	3115	2948	6703	6437	6049	376	321	362	74	47	64	46	34	29	297	464	516	604	534	484	343	344	366	365	404	432	383	410	400	536	362	458	29.8	87.4	30.5	21.8	14.9	18.2	11.8	12.0	7.8	35175	38725	46224	2.8	3.8	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20147	6000	5634	5400	2923	2793	2709	3077	2841	2691	5921	5494	5212	16	21	27	17	23	31	28	42	53	42	125	188	421	359	334	217	205	288	262	268	267	304	283	273	405	273	273	36.8	89.7	36.3	16.1	17.8	21.5	10.0	10.4	8.1	35013	43750	46806	2.7	6.2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20149	18285	21728	23972	9053	10790	11899	9232	10938	12073	17763	20631	22596	122	229	276	116	188	232	59	162	240	414	967	1268	1476	1596	1684	941	1110	1445	993	1416	1476	1123	1425	1573	1443	1277	1711	37.4	92.8	29.2	22.7	27.1	33.5	9.7	6.9	9.7	40176	51716	64410	3.2	5.7	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20151	9630	9641	9513	4682	4748	4700	4948	4893	4813	9388	9255	8977	100	114	148	30	73	105	54	30	83	295	524	666	887	720	710	521	657	600	425	570	507	458	489	562	638	455	529	27.7	89.1	25.8	21	22.7	26.4	9.4	11.8	10.9	35529	43545	53415	2.6	5	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20153	2960	2496	2485	1483	1248	1259	1477	1248	1226	2929	2457	2409	10	8	20	9	5	10	3	5	12	27	82	187	226	146	128	61	85	119	88	126	119	123	97	127	196	86	127	34.5	88.7	29.6	15.9	19.5	26.7	12.5	13.9	8.7	32105	34444	50893	2.8	3.9	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20155	64681	64548	62688	32476	32340	31479	32205	32208	31209	61285	60327	58103	1924	1996	2095	409	495	533	296	319	358	3665	5228	5970	4904	4386	4213	4087	3985	3743	3724	4079	3915	3734	3680	3873	4727	3506	3746	30.6	87.3	28.9	17.3	18.5	20	10.9	12.2	14.0	35510	41365	47897	3.7	5.8	3.9	1.0	1.0	16	1.0	1.0	Unreliable	0.2576748452662554	0.25820577967817226	4.253871022630594
20157	5804	4938	4675	2796	2427	2297	3008	2511	2378	5752	4858	4536	15	26	30	13	12	14	11	14	24	55	51	94	396	268	242	157	169	215	204	229	203	243	177	216	375	203	234	41.4	93.1	32.8	14.9	18.1	23.3	9.1	9.6	11.7	30494	36510	43489	2.9	4.2	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20159	10738	10114	9598	5149	5087	4820	5589	5027	4778	10411	9643	9006	136	135	150	69	92	115	39	40	94	601	1027	1089	1057	834	760	909	778	743	460	509	541	506	522	547	685	500	507	33.6	86.6	29.3	17.5	20.5	22.5	10.7	12.3	16.4	35671	43592	48333	3.6	5	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20161	62897	71553	73982	33574	37304	39063	29323	34249	34919	54618	60839	61930	4422	4679	5103	406	501	577	2099	3083	3667	2874	4719	6144	7505	7375	7285	16188	18363	18344	5658	7941	7663	3787	4726	5485	3378	3185	4202	22.5	94.2	17.4	40.5	41.2	45.5	20.6	26.0	22.0	32042	37225	48428	2.8	4.4	3.1	1.0	11	14	1.0	Unreliable	Unreliable	0.2649834915284777	2.562203308503254	3.153920322961441
20163	5662	5194	5067	2798	2535	2440	2864	2659	2627	5556	5076	4871	66	26	37	23	19	27	12	18	48	59	112	138	393	334	306	232	227	253	270	292	273	304	239	289	424	266	262	41.5	91.2	31	15.4	20.8	25.7	9.8	13.5	11.3	30457	38013	48352	3.2	6.7	3.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20165	3541	3314	3065	1716	1629	1536	1825	1685	1529	3506	3250	2966	11	8	12	16	16	29	4	8	12	38	87	125	225	190	186	123	123	139	142	151	138	171	162	156	233	156	139	32.5	85.1	30.2	16.4	15.5	23.1	9.7	13.1	6.7	31268	38263	43594	3.4	5.7	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20167	7349	6999	6929	3533	3466	3421	3816	3533	3508	7227	6762	6596	38	58	90	37	48	74	26	42	53	66	127	230	523	395	351	263	315	325	307	374	345	334	339	377	534	351	349	35.8	87.8	31.3	16.7	20.1	24.2	12.0	15.0	13.8	29284	37000	48427	4	4.9	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20169	53603	55783	54529	26452	27727	27058	27151	28056	27471	49754	50714	49227	1710	1918	1954	291	369	407	941	1227	1286	3219	5464	6110	4117	3943	3568	3402	3654	3515	3286	3731	3435	3563	3320	3348	4041	3116	3317	34.5	87.9	32.9	20.4	22.1	25	8.8	12.0	12.6	37308	43850	49728	2.9	5.5	3.2	13	19	25	Unreliable	Unreliable	7.4	4.042062322382454	5.67675934723243	7.641193982406914
20171	5099	4960	4943	2512	2496	2502	2587	2464	2441	5033	4840	4725	5	20	40	40	35	61	6	23	56	323	760	896	405	304	329	214	233	269	250	258	280	260	260	258	376	285	259	28.9	92.7	30.3	23	20.5	26.7	5.1	5.8	4.3	40534	57843	62198	2.1	3	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
